"","mRNA","GO","Term","Annotated","Significant","Expected","Fisher","ontology","sig.prop"
"7186","evm.TU.chromosome_12.1913","GO:0008017","microtubule binding",145,4,1.09,0.02419,"Molecular Functions",0.0275862068965517
"7187","evm.TU.chromosome_12.1913","GO:0031593","polyubiquitin modification-dependent protein bindin...",60,3,0.45,0.04839,"Molecular Functions",0.05
"7188","evm.TU.chromosome_12.1919","GO:0005524","ATP binding",2243,29,16.91,0.00245,"Molecular Functions",0.0129291127953634
"7189","evm.TU.chromosome_12.1919","GO:0005524","ATP binding",2243,29,16.91,0.00245,"Molecular Functions",0.0129291127953634
"7190","evm.TU.chromosome_12.1919","GO:0004386","helicase activity",274,7,2.07,0.00407,"Molecular Functions",0.0255474452554745
"7191","evm.TU.chromosome_12.414","GO:0004252","serine-type endopeptidase activity",302,7,2.28,0.00805,"Molecular Functions",0.0231788079470199
"7192","evm.TU.chromosome_12.3306","GO:0005524","ATP binding",2243,29,16.91,0.00245,"Molecular Functions",0.0129291127953634
"7193","evm.TU.chromosome_12.604","GO:0005524","ATP binding",2243,29,16.91,0.00245,"Molecular Functions",0.0129291127953634
"7194","evm.TU.chromosome_12.1447","GO:0031593","polyubiquitin modification-dependent protein bindin...",60,3,0.45,0.04839,"Molecular Functions",0.05
"7195","evm.TU.chromosome_12.1995","GO:0005524","ATP binding",2243,29,16.91,0.00245,"Molecular Functions",0.0129291127953634
"7196","evm.TU.chromosome_12.136","GO:0008017","microtubule binding",145,4,1.09,0.02419,"Molecular Functions",0.0275862068965517
"7197","evm.TU.chromosome_12.136","GO:0008017","microtubule binding",145,4,1.09,0.02419,"Molecular Functions",0.0275862068965517
"7198","evm.TU.chromosome_12.2990","GO:0005524","ATP binding",2243,29,16.91,0.00245,"Molecular Functions",0.0129291127953634
"7199","evm.TU.chromosome_12.2990","GO:0005524","ATP binding",2243,29,16.91,0.00245,"Molecular Functions",0.0129291127953634
"7200","evm.TU.chromosome_12.1931_evm.TU.chromosome_12.1932.1.5f168ecf","GO:0005524","ATP binding",2243,29,16.91,0.00245,"Molecular Functions",0.0129291127953634
"7201","evm.TU.chromosome_12.2380","GO:0005524","ATP binding",2243,29,16.91,0.00245,"Molecular Functions",0.0129291127953634
"7202","evm.TU.chromosome_12.683","GO:0004252","serine-type endopeptidase activity",302,7,2.28,0.00805,"Molecular Functions",0.0231788079470199
"7203","evm.TU.chromosome_12.683","GO:0004252","serine-type endopeptidase activity",302,7,2.28,0.00805,"Molecular Functions",0.0231788079470199
"7204","evm.TU.chromosome_12.2814","GO:0005524","ATP binding",2243,29,16.91,0.00245,"Molecular Functions",0.0129291127953634
"7205","evm.TU.chromosome_12.3148","GO:0005524","ATP binding",2243,29,16.91,0.00245,"Molecular Functions",0.0129291127953634
"7206","evm.TU.chromosome_12.3148","GO:0005524","ATP binding",2243,29,16.91,0.00245,"Molecular Functions",0.0129291127953634
"7207","evm.TU.chromosome_12.306","GO:0008017","microtubule binding",145,4,1.09,0.02419,"Molecular Functions",0.0275862068965517
"7208","evm.TU.chromosome_12.308","GO:0005524","ATP binding",2243,29,16.91,0.00245,"Molecular Functions",0.0129291127953634
"7209","evm.TU.chromosome_12.308","GO:0008017","microtubule binding",145,4,1.09,0.02419,"Molecular Functions",0.0275862068965517
"7210","evm.TU.chromosome_12.308","GO:0005524","ATP binding",2243,29,16.91,0.00245,"Molecular Functions",0.0129291127953634
"7211","evm.TU.chromosome_12.308","GO:0008017","microtubule binding",145,4,1.09,0.02419,"Molecular Functions",0.0275862068965517
"7212","evm.TU.chromosome_12.1800_evm.TU.chromosome_12.1799","GO:0005524","ATP binding",2243,29,16.91,0.00245,"Molecular Functions",0.0129291127953634
"7213","evm.TU.chromosome_12.1800_evm.TU.chromosome_12.1799","GO:0005524","ATP binding",2243,29,16.91,0.00245,"Molecular Functions",0.0129291127953634
"7214","evm.TU.chromosome_12.3263","GO:0005524","ATP binding",2243,29,16.91,0.00245,"Molecular Functions",0.0129291127953634
"7215","evm.TU.chromosome_12.1328","GO:0008017","microtubule binding",145,4,1.09,0.02419,"Molecular Functions",0.0275862068965517
"7216","evm.TU.chromosome_12.2678","GO:0005524","ATP binding",2243,29,16.91,0.00245,"Molecular Functions",0.0129291127953634
"7217","evm.TU.chromosome_12.2678","GO:0005524","ATP binding",2243,29,16.91,0.00245,"Molecular Functions",0.0129291127953634
"7218","evm.TU.chromosome_12.3107_evm.TU.chromosome_12.3108","GO:0005524","ATP binding",2243,29,16.91,0.00245,"Molecular Functions",0.0129291127953634
"7219","evm.TU.chromosome_12.3107_evm.TU.chromosome_12.3108","GO:0005524","ATP binding",2243,29,16.91,0.00245,"Molecular Functions",0.0129291127953634
"7220","evm.TU.chromosome_12.2301","GO:0004252","serine-type endopeptidase activity",302,7,2.28,0.00805,"Molecular Functions",0.0231788079470199
"7221","evm.TU.chromosome_12.1515","GO:0005524","ATP binding",2243,29,16.91,0.00245,"Molecular Functions",0.0129291127953634
"7222","evm.TU.chromosome_12.924","GO:0008061","chitin binding",76,6,0.57,2.3e-05,"Molecular Functions",0.0789473684210526
"7223","evm.TU.chromosome_12.924","GO:0004568","chitinase activity",22,5,0.17,0.00011,"Molecular Functions",0.227272727272727
"7224","evm.TU.chromosome_12.924","GO:0008843","endochitinase activity",9,2,0.07,0.00196,"Molecular Functions",0.222222222222222
"7225","evm.TU.chromosome_12.924","GO:0008061","chitin binding",76,6,0.57,2.3e-05,"Molecular Functions",0.0789473684210526
"7226","evm.TU.chromosome_12.925","GO:0008061","chitin binding",76,6,0.57,2.3e-05,"Molecular Functions",0.0789473684210526
"7227","evm.TU.chromosome_12.925","GO:0004568","chitinase activity",22,5,0.17,0.00011,"Molecular Functions",0.227272727272727
"7228","evm.TU.chromosome_12.925","GO:0008061","chitin binding",76,6,0.57,2.3e-05,"Molecular Functions",0.0789473684210526
"7229","evm.TU.chromosome_12.925","GO:0004568","chitinase activity",22,5,0.17,0.00011,"Molecular Functions",0.227272727272727
"7230","evm.TU.chromosome_12.923","GO:0008061","chitin binding",76,6,0.57,2.3e-05,"Molecular Functions",0.0789473684210526
"7231","evm.TU.chromosome_12.923","GO:0004568","chitinase activity",22,5,0.17,0.00011,"Molecular Functions",0.227272727272727
"7232","evm.TU.chromosome_12.923","GO:0008843","endochitinase activity",9,2,0.07,0.00196,"Molecular Functions",0.222222222222222
"7233","evm.TU.chromosome_12.923","GO:0008061","chitin binding",76,6,0.57,2.3e-05,"Molecular Functions",0.0789473684210526
"7234","evm.TU.chromosome_12.923","GO:0004568","chitinase activity",22,5,0.17,0.00011,"Molecular Functions",0.227272727272727
"7235","evm.TU.chromosome_12.928","GO:0008061","chitin binding",76,6,0.57,2.3e-05,"Molecular Functions",0.0789473684210526
"7236","evm.TU.chromosome_12.928","GO:0004568","chitinase activity",22,5,0.17,0.00011,"Molecular Functions",0.227272727272727
"7237","evm.TU.chromosome_12.928","GO:0008843","endochitinase activity",9,2,0.07,0.00196,"Molecular Functions",0.222222222222222
"7238","evm.TU.chromosome_12.928","GO:0008061","chitin binding",76,6,0.57,2.3e-05,"Molecular Functions",0.0789473684210526
"7239","evm.TU.chromosome_12.929","GO:0005524","ATP binding",2243,29,16.91,0.00245,"Molecular Functions",0.0129291127953634
"7240","evm.TU.chromosome_12.929","GO:0051879","Hsp90 protein binding",20,2,0.15,0.00981,"Molecular Functions",0.1
"7241","evm.TU.chromosome_12.929","GO:0005524","ATP binding",2243,29,16.91,0.00245,"Molecular Functions",0.0129291127953634
"7242","evm.TU.chromosome_12.2400","GO:0005164","tumor necrosis factor receptor binding",140,4,1.06,0.0216,"Molecular Functions",0.0285714285714286
"7243","evm.TU.chromosome_12.2400","GO:0031625","ubiquitin protein ligase binding",324,7,2.44,0.01155,"Molecular Functions",0.0216049382716049
"7244","evm.TU.chromosome_12.3757","GO:0005524","ATP binding",2243,29,16.91,0.00245,"Molecular Functions",0.0129291127953634
"7245","evm.TU.chromosome_12.227","GO:0005524","ATP binding",2243,29,16.91,0.00245,"Molecular Functions",0.0129291127953634
"7246","evm.TU.chromosome_12.228","GO:0005524","ATP binding",2243,29,16.91,0.00245,"Molecular Functions",0.0129291127953634
"7247","evm.TU.chromosome_12.3959","GO:0005200","structural constituent of cytoskeleton",79,3,0.6,0.02189,"Molecular Functions",0.0379746835443038
"7248","evm.TU.chromosome_12.3959","GO:0005200","structural constituent of cytoskeleton",79,3,0.6,0.02189,"Molecular Functions",0.0379746835443038
"7249","evm.TU.chromosome_12.3957","GO:0005200","structural constituent of cytoskeleton",79,3,0.6,0.02189,"Molecular Functions",0.0379746835443038
"7250","evm.TU.chromosome_12.3957","GO:0005200","structural constituent of cytoskeleton",79,3,0.6,0.02189,"Molecular Functions",0.0379746835443038
"7251","evm.TU.chromosome_12.3954","GO:0005200","structural constituent of cytoskeleton",79,3,0.6,0.02189,"Molecular Functions",0.0379746835443038
"7252","evm.TU.chromosome_12.3954","GO:0005200","structural constituent of cytoskeleton",79,3,0.6,0.02189,"Molecular Functions",0.0379746835443038
"7253","evm.TU.chromosome_12.1941","GO:0005200","structural constituent of cytoskeleton",79,3,0.6,0.02189,"Molecular Functions",0.0379746835443038
"7254","evm.TU.chromosome_12.3541","GO:0004252","serine-type endopeptidase activity",302,7,2.28,0.00805,"Molecular Functions",0.0231788079470199
"7255","evm.TU.chromosome_12.3541","GO:0004252","serine-type endopeptidase activity",302,7,2.28,0.00805,"Molecular Functions",0.0231788079470199
"7256","evm.TU.chromosome_12.3542","GO:0004252","serine-type endopeptidase activity",302,7,2.28,0.00805,"Molecular Functions",0.0231788079470199
"7257","evm.TU.chromosome_12.3542","GO:0004252","serine-type endopeptidase activity",302,7,2.28,0.00805,"Molecular Functions",0.0231788079470199
"7258","evm.TU.chromosome_12.3544","GO:0004252","serine-type endopeptidase activity",302,7,2.28,0.00805,"Molecular Functions",0.0231788079470199
"7259","evm.TU.chromosome_12.3544","GO:0004252","serine-type endopeptidase activity",302,7,2.28,0.00805,"Molecular Functions",0.0231788079470199
"7260","evm.TU.chromosome_12.3544.1.5f15e41c","GO:0004252","serine-type endopeptidase activity",302,7,2.28,0.00805,"Molecular Functions",0.0231788079470199
"7261","evm.TU.chromosome_12.3547","GO:0005524","ATP binding",2243,29,16.91,0.00245,"Molecular Functions",0.0129291127953634
"7262","evm.TU.chromosome_12.3547","GO:0005524","ATP binding",2243,29,16.91,0.00245,"Molecular Functions",0.0129291127953634
"7263","evm.TU.chromosome_12.3548","GO:0004252","serine-type endopeptidase activity",302,7,2.28,0.00805,"Molecular Functions",0.0231788079470199
"7264","evm.TU.chromosome_12.3548","GO:0004252","serine-type endopeptidase activity",302,7,2.28,0.00805,"Molecular Functions",0.0231788079470199
"7265","evm.TU.chromosome_12.443","GO:0005524","ATP binding",2243,29,16.91,0.00245,"Molecular Functions",0.0129291127953634
"7266","evm.TU.chromosome_12.2028","GO:0005524","ATP binding",2243,29,16.91,0.00245,"Molecular Functions",0.0129291127953634
"7267","evm.TU.chromosome_12.634","GO:0005524","ATP binding",2243,29,16.91,0.00245,"Molecular Functions",0.0129291127953634
"7268","evm.TU.chromosome_12.634","GO:0005524","ATP binding",2243,29,16.91,0.00245,"Molecular Functions",0.0129291127953634
"7269","evm.TU.chromosome_12.633","GO:0005524","ATP binding",2243,29,16.91,0.00245,"Molecular Functions",0.0129291127953634
"7270","evm.TU.chromosome_12.633","GO:0005524","ATP binding",2243,29,16.91,0.00245,"Molecular Functions",0.0129291127953634
"7271","evm.TU.chromosome_12.820","GO:0004252","serine-type endopeptidase activity",302,7,2.28,0.00805,"Molecular Functions",0.0231788079470199
"7272","evm.TU.chromosome_12.4067","GO:0005524","ATP binding",2243,29,16.91,0.00245,"Molecular Functions",0.0129291127953634
"7273","evm.TU.chromosome_12.1259","GO:0005524","ATP binding",2243,29,16.91,0.00245,"Molecular Functions",0.0129291127953634
"7274","evm.TU.chromosome_12.1259","GO:0004386","helicase activity",274,7,2.07,0.00407,"Molecular Functions",0.0255474452554745
"7275","evm.TU.chromosome_12.1259","GO:0004386","helicase activity",274,7,2.07,0.00407,"Molecular Functions",0.0255474452554745
"7276","evm.TU.chromosome_12.1517","GO:0004252","serine-type endopeptidase activity",302,7,2.28,0.00805,"Molecular Functions",0.0231788079470199
"7277","evm.TU.chromosome_12.1517","GO:0004252","serine-type endopeptidase activity",302,7,2.28,0.00805,"Molecular Functions",0.0231788079470199
"7278","evm.TU.chromosome_12.1496","GO:0005524","ATP binding",2243,29,16.91,0.00245,"Molecular Functions",0.0129291127953634
"7279","evm.TU.chromosome_12.1496","GO:0005524","ATP binding",2243,29,16.91,0.00245,"Molecular Functions",0.0129291127953634
"7280","evm.TU.chromosome_12.1045","GO:0031625","ubiquitin protein ligase binding",324,7,2.44,0.01155,"Molecular Functions",0.0216049382716049
"7281","evm.TU.chromosome_12.1045","GO:0031625","ubiquitin protein ligase binding",324,7,2.44,0.01155,"Molecular Functions",0.0216049382716049
"7282","evm.TU.chromosome_12.1048","GO:0005524","ATP binding",2243,29,16.91,0.00245,"Molecular Functions",0.0129291127953634
"7283","evm.TU.chromosome_12.2538","GO:0004252","serine-type endopeptidase activity",302,7,2.28,0.00805,"Molecular Functions",0.0231788079470199
"7284","evm.TU.chromosome_12.3829","GO:0004252","serine-type endopeptidase activity",302,7,2.28,0.00805,"Molecular Functions",0.0231788079470199
"7285","evm.TU.chromosome_12.3829","GO:0004252","serine-type endopeptidase activity",302,7,2.28,0.00805,"Molecular Functions",0.0231788079470199
"7286","evm.TU.chromosome_12.3828","GO:0004252","serine-type endopeptidase activity",302,7,2.28,0.00805,"Molecular Functions",0.0231788079470199
"7287","evm.TU.chromosome_12.3828","GO:0004252","serine-type endopeptidase activity",302,7,2.28,0.00805,"Molecular Functions",0.0231788079470199
"7288","evm.TU.chromosome_12.3827","GO:0004252","serine-type endopeptidase activity",302,7,2.28,0.00805,"Molecular Functions",0.0231788079470199
"7289","evm.TU.chromosome_12.3827","GO:0004252","serine-type endopeptidase activity",302,7,2.28,0.00805,"Molecular Functions",0.0231788079470199
"7290","evm.TU.chromosome_12.3826","GO:0004252","serine-type endopeptidase activity",302,7,2.28,0.00805,"Molecular Functions",0.0231788079470199
"7291","evm.TU.chromosome_12.3826","GO:0004252","serine-type endopeptidase activity",302,7,2.28,0.00805,"Molecular Functions",0.0231788079470199
"7292","evm.TU.chromosome_12.3825","GO:0004252","serine-type endopeptidase activity",302,7,2.28,0.00805,"Molecular Functions",0.0231788079470199
"7293","evm.TU.chromosome_12.3825","GO:0004252","serine-type endopeptidase activity",302,7,2.28,0.00805,"Molecular Functions",0.0231788079470199
"7294","evm.TU.chromosome_12.3824","GO:0004252","serine-type endopeptidase activity",302,7,2.28,0.00805,"Molecular Functions",0.0231788079470199
"7295","evm.TU.chromosome_12.3824","GO:0004252","serine-type endopeptidase activity",302,7,2.28,0.00805,"Molecular Functions",0.0231788079470199
"7296","evm.TU.chromosome_12.3823","GO:0004252","serine-type endopeptidase activity",302,7,2.28,0.00805,"Molecular Functions",0.0231788079470199
"7297","evm.TU.chromosome_12.3823","GO:0004252","serine-type endopeptidase activity",302,7,2.28,0.00805,"Molecular Functions",0.0231788079470199
"7298","evm.TU.chromosome_12.842","GO:0005524","ATP binding",2243,29,16.91,0.00245,"Molecular Functions",0.0129291127953634
"7299","evm.TU.chromosome_12.842","GO:0005524","ATP binding",2243,29,16.91,0.00245,"Molecular Functions",0.0129291127953634
"7300","evm.TU.chromosome_12.1416","GO:0005524","ATP binding",2243,29,16.91,0.00245,"Molecular Functions",0.0129291127953634
"7301","evm.TU.chromosome_12.1416","GO:0005524","ATP binding",2243,29,16.91,0.00245,"Molecular Functions",0.0129291127953634
"7302","evm.TU.chromosome_12.1416","GO:0004386","helicase activity",274,7,2.07,0.00407,"Molecular Functions",0.0255474452554745
"7303","evm.TU.chromosome_12.1410","GO:0001046","core promoter sequence-specific DNA binding",39,2,0.29,0.03488,"Molecular Functions",0.0512820512820513
"7304","evm.TU.chromosome_12.2141","GO:0005524","ATP binding",2243,29,16.91,0.00245,"Molecular Functions",0.0129291127953634
"7305","evm.TU.chromosome_12.2141","GO:0005524","ATP binding",2243,29,16.91,0.00245,"Molecular Functions",0.0129291127953634
"7306","evm.TU.chromosome_12.1626","GO:0008017","microtubule binding",145,4,1.09,0.02419,"Molecular Functions",0.0275862068965517
"7307","evm.TU.chromosome_12.1628","GO:0005524","ATP binding",2243,29,16.91,0.00245,"Molecular Functions",0.0129291127953634
"7308","evm.TU.chromosome_12.1628","GO:0005524","ATP binding",2243,29,16.91,0.00245,"Molecular Functions",0.0129291127953634
"7309","evm.TU.chromosome_12.744","GO:0004252","serine-type endopeptidase activity",302,7,2.28,0.00805,"Molecular Functions",0.0231788079470199
"7310","evm.TU.chromosome_12.744","GO:0004252","serine-type endopeptidase activity",302,7,2.28,0.00805,"Molecular Functions",0.0231788079470199
"7311","evm.TU.chromosome_12.2840","GO:0051879","Hsp90 protein binding",20,2,0.15,0.00981,"Molecular Functions",0.1
"7312","evm.TU.chromosome_12.978","GO:0008017","microtubule binding",145,4,1.09,0.02419,"Molecular Functions",0.0275862068965517
"7313","evm.TU.chromosome_12.2477","GO:0031593","polyubiquitin modification-dependent protein bindin...",60,3,0.45,0.04839,"Molecular Functions",0.05
"7314","evm.TU.chromosome_12.2472","GO:0005524","ATP binding",2243,29,16.91,0.00245,"Molecular Functions",0.0129291127953634
"7315","evm.TU.chromosome_12.2472","GO:0005524","ATP binding",2243,29,16.91,0.00245,"Molecular Functions",0.0129291127953634
"7316","evm.TU.chromosome_12.2471","GO:0005524","ATP binding",2243,29,16.91,0.00245,"Molecular Functions",0.0129291127953634
"7317","evm.TU.chromosome_12.2471","GO:0005524","ATP binding",2243,29,16.91,0.00245,"Molecular Functions",0.0129291127953634
"7318","evm.TU.chromosome_12.1878","GO:0004252","serine-type endopeptidase activity",302,7,2.28,0.00805,"Molecular Functions",0.0231788079470199
"7319","evm.TU.chromosome_12.1878","GO:0004252","serine-type endopeptidase activity",302,7,2.28,0.00805,"Molecular Functions",0.0231788079470199
"7320","evm.TU.chromosome_12.1879","GO:0004252","serine-type endopeptidase activity",302,7,2.28,0.00805,"Molecular Functions",0.0231788079470199
"7321","evm.TU.chromosome_12.1879","GO:0004252","serine-type endopeptidase activity",302,7,2.28,0.00805,"Molecular Functions",0.0231788079470199
"7322","evm.TU.chromosome_12.3783","GO:0004252","serine-type endopeptidase activity",302,7,2.28,0.00805,"Molecular Functions",0.0231788079470199
"7323","evm.TU.chromosome_12.3783","GO:0004252","serine-type endopeptidase activity",302,7,2.28,0.00805,"Molecular Functions",0.0231788079470199
"7324","evm.TU.chromosome_12.3232","GO:0005524","ATP binding",2243,29,16.91,0.00245,"Molecular Functions",0.0129291127953634
"7325","evm.TU.chromosome_12.2352","GO:0005524","ATP binding",2243,29,16.91,0.00245,"Molecular Functions",0.0129291127953634
"7326","evm.TU.chromosome_12.2352","GO:0005524","ATP binding",2243,29,16.91,0.00245,"Molecular Functions",0.0129291127953634
"7327","evm.TU.chromosome_12.2351","GO:0005524","ATP binding",2243,29,16.91,0.00245,"Molecular Functions",0.0129291127953634
"7328","evm.TU.chromosome_12.2979","GO:0005200","structural constituent of cytoskeleton",79,3,0.6,0.02189,"Molecular Functions",0.0379746835443038
"7329","evm.TU.chromosome_12.4110","GO:0004252","serine-type endopeptidase activity",302,7,2.28,0.00805,"Molecular Functions",0.0231788079470199
"7330","evm.TU.chromosome_12.4110","GO:0004252","serine-type endopeptidase activity",302,7,2.28,0.00805,"Molecular Functions",0.0231788079470199
"7331","evm.TU.chromosome_12.1542","GO:0005524","ATP binding",2243,29,16.91,0.00245,"Molecular Functions",0.0129291127953634
"7332","evm.TU.chromosome_12.1542","GO:0005524","ATP binding",2243,29,16.91,0.00245,"Molecular Functions",0.0129291127953634
"7333","evm.TU.chromosome_12.1543","GO:0005524","ATP binding",2243,29,16.91,0.00245,"Molecular Functions",0.0129291127953634
"7334","evm.TU.chromosome_12.865","GO:0005524","ATP binding",2243,29,16.91,0.00245,"Molecular Functions",0.0129291127953634
"7335","evm.TU.chromosome_12.865","GO:0005524","ATP binding",2243,29,16.91,0.00245,"Molecular Functions",0.0129291127953634
"7336","evm.TU.chromosome_12.660","GO:0000386","second spliceosomal transesterification activity",2,1,0.02,0.01502,"Molecular Functions",0.5
"7337","evm.TU.chromosome_12.1708","GO:0005524","ATP binding",2243,29,16.91,0.00245,"Molecular Functions",0.0129291127953634
"7338","evm.TU.chromosome_12.1701","GO:0031625","ubiquitin protein ligase binding",324,7,2.44,0.01155,"Molecular Functions",0.0216049382716049
"7339","evm.TU.chromosome_12.3981","GO:0005524","ATP binding",2243,29,16.91,0.00245,"Molecular Functions",0.0129291127953634
"7340","evm.TU.chromosome_12.3983","GO:0005524","ATP binding",2243,29,16.91,0.00245,"Molecular Functions",0.0129291127953634
"7341","evm.TU.chromosome_12.3983","GO:0005524","ATP binding",2243,29,16.91,0.00245,"Molecular Functions",0.0129291127953634
"7342","evm.TU.chromosome_12.3984","GO:0005524","ATP binding",2243,29,16.91,0.00245,"Molecular Functions",0.0129291127953634
"7343","evm.TU.chromosome_12.3984","GO:0005524","ATP binding",2243,29,16.91,0.00245,"Molecular Functions",0.0129291127953634
"7344","evm.TU.chromosome_12.3985","GO:0005524","ATP binding",2243,29,16.91,0.00245,"Molecular Functions",0.0129291127953634
"7345","evm.TU.chromosome_12.3987","GO:0031625","ubiquitin protein ligase binding",324,7,2.44,0.01155,"Molecular Functions",0.0216049382716049
"7346","evm.TU.chromosome_12.1933","GO:0005524","ATP binding",2243,29,16.91,0.00245,"Molecular Functions",0.0129291127953634
"7347","evm.TU.chromosome_12.1935","GO:0005524","ATP binding",2243,29,16.91,0.00245,"Molecular Functions",0.0129291127953634
"7348","evm.TU.chromosome_12.1934","GO:0005524","ATP binding",2243,29,16.91,0.00245,"Molecular Functions",0.0129291127953634
"7349","evm.TU.chromosome_12.195","GO:0004252","serine-type endopeptidase activity",302,7,2.28,0.00805,"Molecular Functions",0.0231788079470199
"7350","evm.TU.chromosome_12.195","GO:0004252","serine-type endopeptidase activity",302,7,2.28,0.00805,"Molecular Functions",0.0231788079470199
"7351","evm.TU.chromosome_12.194","GO:0004252","serine-type endopeptidase activity",302,7,2.28,0.00805,"Molecular Functions",0.0231788079470199
"7352","evm.TU.chromosome_12.3321","GO:0005524","ATP binding",2243,29,16.91,0.00245,"Molecular Functions",0.0129291127953634
"7353","evm.TU.chromosome_12.3321","GO:0005524","ATP binding",2243,29,16.91,0.00245,"Molecular Functions",0.0129291127953634
"7354","evm.TU.chromosome_13.1603","GO:0005524","ATP binding",2243,29,16.91,0.00245,"Molecular Functions",0.0129291127953634
"7355","evm.TU.chromosome_13.1603","GO:0005524","ATP binding",2243,29,16.91,0.00245,"Molecular Functions",0.0129291127953634
"7356","evm.TU.chromosome_13.2491","GO:0005524","ATP binding",2243,29,16.91,0.00245,"Molecular Functions",0.0129291127953634
"7357","evm.TU.chromosome_13.518","GO:0031625","ubiquitin protein ligase binding",324,7,2.44,0.01155,"Molecular Functions",0.0216049382716049
"7358","evm.TU.chromosome_13.3394","GO:0005524","ATP binding",2243,29,16.91,0.00245,"Molecular Functions",0.0129291127953634
"7359","evm.TU.chromosome_13.3394","GO:0005524","ATP binding",2243,29,16.91,0.00245,"Molecular Functions",0.0129291127953634
"7360","evm.TU.chromosome_13.3649","GO:0005524","ATP binding",2243,29,16.91,0.00245,"Molecular Functions",0.0129291127953634
"7361","evm.TU.chromosome_13.3649","GO:0005524","ATP binding",2243,29,16.91,0.00245,"Molecular Functions",0.0129291127953634
"7362","evm.TU.chromosome_13.2514","GO:0005524","ATP binding",2243,29,16.91,0.00245,"Molecular Functions",0.0129291127953634
"7363","evm.TU.chromosome_13.2514","GO:0005524","ATP binding",2243,29,16.91,0.00245,"Molecular Functions",0.0129291127953634
"7364","evm.TU.chromosome_13.1093","GO:0008017","microtubule binding",145,4,1.09,0.02419,"Molecular Functions",0.0275862068965517
"7365","evm.TU.chromosome_13.1093","GO:0008017","microtubule binding",145,4,1.09,0.02419,"Molecular Functions",0.0275862068965517
"7366","evm.TU.chromosome_13.1870","GO:0005524","ATP binding",2243,29,16.91,0.00245,"Molecular Functions",0.0129291127953634
"7367","evm.TU.chromosome_13.1873","GO:0005200","structural constituent of cytoskeleton",79,3,0.6,0.02189,"Molecular Functions",0.0379746835443038
"7368","evm.TU.chromosome_13.1872","GO:0005524","ATP binding",2243,29,16.91,0.00245,"Molecular Functions",0.0129291127953634
"7369","evm.TU.chromosome_13.590","GO:0008061","chitin binding",76,6,0.57,2.3e-05,"Molecular Functions",0.0789473684210526
"7370","evm.TU.chromosome_13.833","GO:0005524","ATP binding",2243,29,16.91,0.00245,"Molecular Functions",0.0129291127953634
"7371","evm.TU.chromosome_13.833","GO:0005524","ATP binding",2243,29,16.91,0.00245,"Molecular Functions",0.0129291127953634
"7372","evm.TU.chromosome_13.836","GO:0005524","ATP binding",2243,29,16.91,0.00245,"Molecular Functions",0.0129291127953634
"7373","evm.TU.chromosome_13.834","GO:0005524","ATP binding",2243,29,16.91,0.00245,"Molecular Functions",0.0129291127953634
"7374","evm.TU.chromosome_13.1168","GO:0005524","ATP binding",2243,29,16.91,0.00245,"Molecular Functions",0.0129291127953634
"7375","evm.TU.chromosome_13.1168","GO:0005524","ATP binding",2243,29,16.91,0.00245,"Molecular Functions",0.0129291127953634
"7376","evm.TU.chromosome_13.1164","GO:0005524","ATP binding",2243,29,16.91,0.00245,"Molecular Functions",0.0129291127953634
"7377","evm.TU.chromosome_13.1164","GO:0005524","ATP binding",2243,29,16.91,0.00245,"Molecular Functions",0.0129291127953634
"7378","evm.TU.chromosome_13.1161","GO:1990446","U1 snRNP binding",2,1,0.02,0.01502,"Molecular Functions",0.5
"7379","evm.TU.chromosome_13.1160","GO:0004252","serine-type endopeptidase activity",302,7,2.28,0.00805,"Molecular Functions",0.0231788079470199
"7380","evm.TU.chromosome_13.1160","GO:0004252","serine-type endopeptidase activity",302,7,2.28,0.00805,"Molecular Functions",0.0231788079470199
"7381","evm.TU.chromosome_13.2042","GO:0008017","microtubule binding",145,4,1.09,0.02419,"Molecular Functions",0.0275862068965517
"7382","evm.TU.chromosome_13.2042","GO:0050699","WW domain binding",42,2,0.32,0.03994,"Molecular Functions",0.0476190476190476
"7383","evm.TU.chromosome_13.2595","GO:0005524","ATP binding",2243,29,16.91,0.00245,"Molecular Functions",0.0129291127953634
"7384","evm.TU.chromosome_13.2595","GO:0008017","microtubule binding",145,4,1.09,0.02419,"Molecular Functions",0.0275862068965517
"7385","evm.TU.chromosome_13.2595","GO:0005524","ATP binding",2243,29,16.91,0.00245,"Molecular Functions",0.0129291127953634
"7386","evm.TU.chromosome_13.2595","GO:0008017","microtubule binding",145,4,1.09,0.02419,"Molecular Functions",0.0275862068965517
"7387","evm.TU.chromosome_13.1763","GO:0008061","chitin binding",76,6,0.57,2.3e-05,"Molecular Functions",0.0789473684210526
"7388","evm.TU.chromosome_13.1763","GO:0004568","chitinase activity",22,5,0.17,0.00011,"Molecular Functions",0.227272727272727
"7389","evm.TU.chromosome_13.1763","GO:0008061","chitin binding",76,6,0.57,2.3e-05,"Molecular Functions",0.0789473684210526
"7390","evm.TU.chromosome_13.1762","GO:0005524","ATP binding",2243,29,16.91,0.00245,"Molecular Functions",0.0129291127953634
"7391","evm.TU.chromosome_13.1764","GO:0008061","chitin binding",76,6,0.57,2.3e-05,"Molecular Functions",0.0789473684210526
"7392","evm.TU.chromosome_13.1764","GO:0004568","chitinase activity",22,5,0.17,0.00011,"Molecular Functions",0.227272727272727
