"","miRNA","mRNA","PCC.cor","p_value","adjusted_p_value","score","energy","start","end","subject_start_end","total_bp_shared","query_similar","subject_similar","interaction_length","binding_type"
"10272","Cluster_860","evm.TU.chromosome_13.3031",-0.437363980974966,0.562636019025034,0.957667686476103,155,-22.92,2,20,"5146 5167",18,"61.11%","83.33%",18,"CDS"
"10273","Cluster_1452","evm.TU.chromosome_13.3031",-0.516472499985137,0.483527500014863,0.948052375386762,148,-21.82,2,21,"349 367",19,"68.42%","73.68%",19,"CDS"
"10274","Cluster_3331","evm.TU.chromosome_13.3031",0.692897082868404,0.307102917131596,0.920768497952845,158,-22.6,2,20,"485 511",23,"69.57%","73.91%",18,"3'UTR"
"10275","Cluster_3337","evm.TU.chromosome_13.3031",-0.653918426619947,0.346081573380053,0.92800672641733,158,-22.6,2,20,"485 511",23,"69.57%","73.91%",18,"3'UTR"
"10276","Cluster_3338","evm.TU.chromosome_13.3031",-0.653918426619947,0.346081573380053,0.92800672641733,158,-22.6,2,20,"485 511",23,"69.57%","73.91%",18,"3'UTR"
"10277","Cluster_9082","evm.TU.chromosome_13.3031",-0.870795156274507,0.129204843725493,0.898703571176249,155,-20.21,2,21,"484 506",20,"70.00%","75.00%",19,"3'UTR"
"10278","Cluster_492","evm.TU.chromosome_13.3030",-0.547526462999203,0.452473537000797,0.945008158598218,165,-24.37,2,20,"63 83",18,"77.78%","88.89%",18,"CDS"
"10279","Cluster_2097","evm.TU.chromosome_13.3034",0.240497756423872,0.759502243576128,0.978952880517339,167,-30.04,2,21,"1923 1948",23,"69.57%","82.61%",19,"CDS"
"10280","Cluster_4831","evm.TU.chromosome_14.1737",-0.692070971901152,0.307929028098848,0.920953005097812,154,-20.58,2,21,"4355 4375",19,"63.16%","84.21%",19,"CDS"
"10281","Cluster_4640","evm.TU.chromosome_14.1733",-0.985637742453367,0.0143622575466329,0.859914847012839,162,-22.15,2,18,"316 337",17,"88.24%","88.24%",16,"3'UTR"
"10282","Cluster_1192","evm.TU.chromosome_14.1739",-0.658615425490379,0.341384574509621,0.926975742445941,162,-23.64,2,20,"763 786",20,"70.00%","85.00%",18,"CDS"
"10283","Cluster_1453","evm.TU.chromosome_14.1739",-0.366423438474204,0.633576561525796,0.966734390398794,164,-25.5,2,21,"1689 1708",19,"78.95%","89.47%",19,"CDS"
"10284","Cluster_4640","evm.TU.chromosome_9.2490",0.85384651816971,0.14615348183029,0.898703571176249,172,-22.07,2,21,"554 575",19,"78.95%","84.21%",19,"3'UTR"
"10285","Cluster_3889","evm.TU.chromosome_9.2492",0.304157995796318,0.695842004203682,0.972314878827459,155,-20.24,2,20,"492 512",18,"66.67%","77.78%",18,"CDS"
"10286","Cluster_9205","evm.TU.chromosome_8.123",0.486250294443982,0.513749705556018,0.952219950928914,169,-20.26,2,18,"418 439",16,"81.25%","93.75%",16,"CDS"
"10287","Cluster_1192","evm.TU.chromosome_8.121",0.205413449762426,0.794586550237574,0.982622635741446,162,-23.24,2,21,"2317 2342",23,"73.91%","78.26%",19,"CDS"
"10288","Cluster_1453","evm.TU.chromosome_8.121",0.829527734050279,0.170472265949721,0.902888147238843,153,-21.33,2,19,"13393 13415",18,"72.22%","77.78%",17,"CDS"
"10289","Cluster_3730","evm.TU.chromosome_8.121",0.72681694803291,0.27318305196709,0.91582415847677,163,-22.5,2,20,"4201 4222",18,"77.78%","77.78%",18,"CDS"
"10290","Cluster_9000","evm.TU.chromosome_8.121",-0.737655354467428,0.262344645532572,0.915422789175048,164,-21.45,2,19,"126 146",17,"76.47%","94.12%",17,"3'UTR"
"10291","Cluster_9000","evm.TU.chromosome_8.121",-0.737655354467428,0.262344645532572,0.915422789175048,163,-22.06,2,20,"10329 10350",18,"66.67%","88.89%",18,"CDS"
"10292","Cluster_5061","evm.TU.chromosome_8.126",0.77146157782406,0.22853842217594,0.910625385669824,176,-21.3,2,21,"1781 1802",19,"78.95%","89.47%",19,"CDS"
"10293","Cluster_4831","evm.TU.chromosome_8.125",0.205385016702834,0.794614983297166,0.982622635741446,154,-21.38,2,20,"609 635",23,"69.57%","69.57%",18,"CDS"
"10294","Cluster_4531","evm.TU.chromosome_10.484",0.780462393626328,0.219537606373672,0.90980040241349,171,-21,2,21,"175 197",20,"80.00%","85.00%",19,"3'UTR"
"10295","Cluster_2097","evm.TU.chromosome_10.480",0.665269963603963,0.334730036396037,0.925744171995593,171,-20.84,2,21,"173 196",21,"80.95%","80.95%",19,"CDS"
"10296","Cluster_492","evm.TU.chromosome_4.749",-0.340453615779068,0.659546384220932,0.968546150882597,167,-21.88,2,16,"10 31",14,"92.86%","92.86%",14,"CDS"
"10297","Cluster_995","evm.TU.chromosome_8.1261",0.0895463671519128,0.910453632848087,0.992991292403099,168,-20.55,2,21,"819 840",19,"78.95%","78.95%",19,"3'UTR"
"10298","Cluster_4696","evm.TU.chromosome_8.1267",-0.237613325593059,0.762386674406941,0.979361269982041,151,-21.26,2,21,"937 955",19,"68.42%","84.21%",19,"CDS"
"10299","Cluster_4044","evm.TU.chromosome_4.743",0.307840420645345,0.692159579354655,0.971835444846381,153,-20.35,2,19,"1606 1632",22,"63.64%","77.27%",17,"CDS"
"10300","Cluster_1452","evm.TU.chromosome_9.2727",0.847296209807677,0.152703790192323,0.898703571176249,158,-21.22,2,21,"2091 2111",19,"73.68%","78.95%",19,"CDS"
"10301","Cluster_4646","evm.TU.chromosome_8.1196",0.889092104200387,0.110907895799613,0.898703571176249,154,-20.62,2,21,"218 243",23,"65.22%","78.26%",19,"3'UTR"
"10302","Cluster_3037","evm.TU.chromosome_8.1195",0.726041098914238,0.273958901085762,0.916095797203145,150,-20.66,2,20,"2283 2305",20,"60.00%","80.00%",18,"CDS"
"10303","Cluster_3889","evm.TU.chromosome_8.1195",0.49880763563277,0.50119236436723,0.950460246704541,155,-21.81,2,20,"4791 4809",18,"72.22%","88.89%",18,"CDS"
"10304","Cluster_4831","evm.TU.chromosome_14.6174",-0.201254808727476,0.798745191272524,0.983197716117348,168,-20.91,2,21,"653 674",19,"78.95%","78.95%",19,"CDS"
"10305","Cluster_4640","evm.TU.chromosome_14.6176",-0.662038894119248,0.337961105880752,0.926475968569242,172,-23.18,2,21,"323 344",19,"73.68%","89.47%",19,"3'UTR"
"10306","Cluster_9082","evm.TU.chromosome_14.6176",-0.692030370740271,0.307969629259729,0.920953005097812,162,-21.05,2,21,"325 345",19,"78.95%","78.95%",19,"CDS"
"10307","Cluster_4640","evm.TU.chromosome_14.6177",-0.277430061065063,0.722569938934937,0.975463872868531,172,-23.18,2,21,"323 344",19,"73.68%","89.47%",19,"3'UTR"
"10308","Cluster_4831","evm.TU.chromosome_14.6173",0.208746499053481,0.791253500946519,0.982387657982526,155,-20.13,2,21,"1008 1026",19,"78.95%","78.95%",19,"CDS"
"10309","Cluster_3406","evm.TU.chromosome_8.780",0.351955017247323,0.648044982752677,0.967969931731515,166,-23.76,2,21,"195 219",22,"77.27%","81.82%",19,"CDS"
"10310","Cluster_2097","evm.TU.chromosome_12.441",-0.581869237864967,0.418130762135033,0.94091187323906,179,-24.71,2,21,"434 457",21,"85.71%","85.71%",19,"CDS"
"10311","Cluster_492","evm.TU.chromosome_12.447",-0.0538668397910941,0.946133160208906,0.996987396545139,162,-21.45,2,20,"238 263",22,"72.73%","77.27%",18,"3'UTR"
"10312","Cluster_492","evm.TU.chromosome_12.446",0.595115202846042,0.404884797153958,0.939109950259741,161,-20.06,2,21,"927 952",23,"73.91%","82.61%",19,"3'UTR"
"10313","Cluster_1453","evm.TU.chromosome_8.879",-0.532722624536279,0.467277375463721,0.946430192273133,165,-21.85,2,19,"1133 1155",18,"77.78%","88.89%",17,"CDS"
"10314","Cluster_1453","evm.TU.chromosome_8.879",-0.532722624536279,0.467277375463721,0.946430192273133,168,-20.87,2,21,"1078 1099",19,"73.68%","84.21%",19,"CDS"
"10315","Cluster_1453","evm.TU.chromosome_13.1068",-0.687656842104479,0.312343157895521,0.921684627107186,160,-21.25,2,21,"2641 2662",19,"68.42%","78.95%",19,"CDS"
"10316","Cluster_3730","evm.TU.chromosome_13.1069",0.751952889379456,0.248047110620544,0.915026044476702,142,-20.64,2,18,"3693 3712",16,"68.75%","75.00%",16,"CDS"
"10317","Cluster_1453","evm.TU.chromosome_6.2949",-0.684847124684865,0.315152875315135,0.922155409714561,159,-22.57,2,20,"928 949",18,"66.67%","83.33%",18,"CDS"
"10318","Cluster_492","evm.TU.chromosome_4.55",-0.857905675014679,0.142094324985321,0.898703571176249,152,-20.02,2,21,"150 168",19,"68.42%","78.95%",19,"CDS"
"10319","Cluster_998","evm.TU.chromosome_11.2101",0.682399845780855,0.317600154219144,0.922673377214868,157,-22.22,2,20,"41 66",23,"69.57%","78.26%",18,"CDS"
"10320","Cluster_998","evm.TU.chromosome_11.2101",0.682399845780855,0.317600154219144,0.922673377214868,171,-20.29,2,20,"137 157",18,"77.78%","88.89%",18,"CDS"
"10321","Cluster_4754","evm.TU.chromosome_11.2105",0.851201596313894,0.148798403686106,0.898703571176249,165,-20.43,2,18,"5214 5235",16,"81.25%","87.50%",16,"CDS"
"10322","Cluster_4044","evm.TU.chromosome_5.591",0.732980005293966,0.267019994706034,0.915422789175048,167,-22.13,2,21,"61 83",20,"75.00%","85.00%",19,"3'UTR"
"10323","Cluster_4425","evm.TU.chromosome_5.591",0.78358760407644,0.21641239592356,0.908963922602936,160,-21.09,2,19,"536 556",17,"76.47%","88.24%",17,"3'UTR"
"10324","Cluster_1453","evm.TU.chromosome_14.5283",0.953877848915325,0.0461221510846752,0.878644390978229,164,-21.26,2,20,"1239 1261",20,"80.00%","85.00%",18,"CDS"
"10325","Cluster_1453","evm.TU.chromosome_14.5282",-0.105740660297414,0.894259339702586,0.991286390353722,163,-20.97,2,21,"3232 3255",21,"76.19%","76.19%",19,"CDS"
"10326","Cluster_4646","evm.TU.chromosome_14.5286",-0.3626320860714,0.6373679139286,0.967384265724248,176,-22.06,2,21,"1943 1964",19,"78.95%","89.47%",19,"CDS"
"10327","Cluster_8986","evm.TU.chromosome_14.277",-0.023104036680796,0.976895963319204,0.999454293849437,158,-20.45,2,21,"75 95",19,"73.68%","78.95%",19,"3'UTR"
"10328","Cluster_3293","evm.TU.chromosome_5.1467",-0.113871940943175,0.886128059056825,0.99032512890228,173,-21.22,2,18,"315 335",16,"87.50%","93.75%",16,"CDS"
"10329","Cluster_1453","evm.TU.chromosome_5.1461",-0.5336023658115,0.4663976341885,0.9464122493614,167,-23.23,2,16,"1075 1096",14,"92.86%","92.86%",14,"CDS"
"10330","Cluster_9082","evm.TU.chromosome_5.1469",0.302412706177946,0.697587293822054,0.972536154168688,167,-24.31,2,20,"269 290",18,"77.78%","83.33%",18,"3'UTR"
"10331","Cluster_2097","evm.TU.chromosome_2.637",-0.13578926505356,0.86421073494644,0.988442582473445,167,-21.17,2,21,"1617 1639",20,"75.00%","85.00%",19,"CDS"
"10332","Cluster_492","evm.TU.chromosome_12.3030",0.246095479037536,0.753904520962464,0.978832222830248,159,-22.31,2,21,"208 226",19,"78.95%","84.21%",19,"CDS"
"10333","Cluster_1192","evm.TU.chromosome_12.3030",0.207762195722637,0.792237804277363,0.982534159662753,160,-21.69,2,21,"2076 2097",19,"63.16%","84.21%",19,"CDS"
"10334","Cluster_995","evm.TU.chromosome_12.3033",0.124665416549999,0.875334583450001,0.989191878103961,166,-27.09,2,21,"69 93",22,"77.27%","81.82%",19,"3'UTR"
"10335","Cluster_1453","evm.TU.chromosome_12.3035",-0.450419925971738,0.549580074028262,0.9570577553457,175,-31.87,2,21,"1022 1044",20,"80.00%","90.00%",19,"CDS"
"10336","Cluster_8986","evm.TU.chromosome_12.3036",-0.627430489837302,0.372569510162698,0.933402914220233,174,-23.09,2,21,"131 151",19,"84.21%","89.47%",19,"CDS"
"10337","Cluster_4831","evm.TU.chromosome_12.2924",0.616109686429706,0.383890313570294,0.935338087291057,169,-23.91,2,20,"1190 1210",18,"83.33%","88.89%",18,"CDS"
"10338","Cluster_1453","evm.TU.chromosome_12.2927",0.298885917352277,0.701114082647723,0.97313173287653,153,-20.01,2,21,"4490 4511",20,"70.00%","80.00%",19,"CDS"
"10339","Cluster_4646","evm.TU.chromosome_12.2923",-0.748989726931371,0.251010273068629,0.915026044476702,166,-20.78,2,21,"415 435",19,"73.68%","89.47%",19,"CDS"
"10340","Cluster_2151","evm.TU.chromosome_12.2928",0.67698079955261,0.32301920044739,0.9235986164595,183,-23.61,2,21,"371 393",20,"85.00%","95.00%",19,"CDS"
"10341","Cluster_1453","evm.TU.chromosome_3.1101",0.933740947165695,0.0662590528343048,0.882982522357041,163,-23.31,2,17,"198 220",16,"87.50%","87.50%",15,"CDS"
"10342","Cluster_1473","evm.TU.chromosome_3.1107",-0.536913357367349,0.46308664263265,0.945836303153313,166,-20.81,2,20,"596 619",20,"80.00%","80.00%",18,"3'UTR"
"10343","Cluster_9000","evm.TU.chromosome_3.1107",0.602948008412718,0.397051991587282,0.937376983164303,158,-21.12,2,20,"2925 2947",19,"68.42%","84.21%",18,"CDS"
"10344","Cluster_9082","evm.TU.chromosome_3.1107",-0.164283817502805,0.835716182497195,0.986360886208692,164,-21.38,2,21,"2461 2482",19,"73.68%","78.95%",19,"CDS"
"10345","Cluster_3037","evm.TU.chromosome_14.185",0.957014868673184,0.0429851313268161,0.877226309364293,161,-20.66,2,20,"4310 4329",18,"77.78%","83.33%",18,"CDS"
"10346","Cluster_4425","evm.TU.chromosome_14.185",0.548129956586966,0.451870043413034,0.945008158598218,166,-27.28,2,20,"3077 3100",20,"75.00%","85.00%",18,"CDS"
"10347","Cluster_5061","evm.TU.chromosome_14.186",-0.0361487427149026,0.963851257285097,0.998530062635003,161,-20.62,2,20,"699 723",21,"76.19%","80.95%",18,"3'UTR"
"10348","Cluster_996","evm.TU.chromosome_14.180",-0.342985583005882,0.657014416994118,0.968546150882597,175,-20.24,2,20,"482 502",18,"83.33%","88.89%",18,"CDS"
"10349","Cluster_2097","evm.TU.chromosome_14.181",0.631306867653517,0.368693132346483,0.932685826395128,161,-20.26,2,21,"1390 1412",21,"76.19%","80.95%",19,"CDS"
"10350","Cluster_492","evm.TU.chromosome_14.182",0.986168168700863,0.0138318312991366,0.859733965513833,161,-21.03,2,21,"43 62",19,"78.95%","78.95%",19,"CDS"
"10351","Cluster_492","evm.TU.chromosome_7.2575",-0.742896730811043,0.257103269188957,0.915422789175048,157,-22.24,2,21,"369 392",22,"72.73%","77.27%",19,"CDS"
"10352","Cluster_4831","evm.TU.chromosome_10.2638",0.829230336777557,0.170769663222443,0.902888147238843,165,-24.81,2,21,"787 811",22,"81.82%","81.82%",19,"CDS"
"10353","Cluster_995","evm.TU.chromosome_10.2633",0.678582349022443,0.321417650977557,0.923429824673159,157,-21.25,2,21,"803 822",19,"73.68%","78.95%",19,"CDS"
"10354","Cluster_4831","evm.TU.chromosome_5.2284",-0.962129674809966,0.037870325190034,0.874779287663497,168,-21.62,2,21,"318 339",19,"73.68%","84.21%",19,"CDS"
"10355","Cluster_4044","evm.TU.chromosome_6.221",-0.780095170337509,0.21990482966249,0.909921364716313,157,-21.73,2,21,"570 591",20,"75.00%","80.00%",19,"CDS"
"10356","Cluster_3293","evm.TU.chromosome_4.1260",-0.912341398466844,0.0876586015331563,0.891787181064158,178,-25.34,2,20,"1063 1084",19,"84.21%","94.74%",18,"CDS"
"10357","Cluster_5061","evm.TU.chromosome_7.2808",0.369835553858065,0.630164446141936,0.966286514090118,156,-22.52,2,21,"455 476",19,"57.89%","84.21%",19,"3'UTR"
"10358","Cluster_1453","evm.TU.chromosome_7.2571",-0.40385252046911,0.59614747953089,0.962224730542371,149,-20.42,2,20,"948 971",20,"70.00%","75.00%",18,"CDS"
"10359","Cluster_492","evm.TU.chromosome_2.2096",0.824443845577111,0.175556154422889,0.904323741253694,151,-20.64,2,19,"930 955",21,"76.19%","76.19%",17,"CDS"
"10360","Cluster_3406","evm.TU.chromosome_2.2096",0.242311793197086,0.757688206802914,0.978952880517339,166,-24.08,2,21,"6255 6279",22,"77.27%","81.82%",19,"CDS"
"10361","Cluster_5061","evm.TU.chromosome_2.2090",0.590054008654453,0.409945991345547,0.939538433582656,150,-20.01,2,21,"400 424",22,"63.64%","77.27%",19,"CDS"
"10362","Cluster_2073","evm.TU.chromosome_14.7343",-0.735208675866962,0.264791324133038,0.915422789175048,166,-20.74,2,21,"727 747",19,"73.68%","89.47%",19,"CDS"
"10363","Cluster_4696","evm.TU.chromosome_2.1084",0.47703906329678,0.52296093670322,0.952844446793337,166,-20.8,2,20,"1146 1168",19,"78.95%","84.21%",18,"CDS"
"10364","Cluster_4831","evm.TU.chromosome_6.910",-0.804727393905723,0.195272606094277,0.906229497308454,151,-21.39,2,20,"75 96",18,"66.67%","72.22%",18,"CDS"
"10365","Cluster_9000","evm.TU.chromosome_6.913",-0.947139563781657,0.0528604362183427,0.881153076755419,156,-21.23,2,21,"1111 1130",19,"73.68%","84.21%",19,"CDS"
"10366","Cluster_1453","evm.TU.chromosome_13.3239",-0.308340843288269,0.691659156711731,0.971789777581595,163,-23.01,2,21,"304 327",21,"71.43%","80.95%",19,"3'UTR"
"10367","Cluster_4831","evm.TU.chromosome_13.3238",-0.925534739274516,0.0744652607254844,0.885871898188577,155,-22.04,2,21,"3324 3347",21,"66.67%","76.19%",19,"CDS"
"10368","Cluster_9000","evm.TU.chromosome_13.3230",-0.252458905436792,0.747541094563208,0.978014857832021,163,-20.35,2,20,"360 381",18,"77.78%","77.78%",18,"CDS"
"10369","Cluster_3730","evm.TU.chromosome_1.1774",0.553870408682973,0.446129591317027,0.944037248067076,158,-22.1,2,21,"518 543",23,"69.57%","78.26%",19,"CDS"
"10370","Cluster_1453","evm.TU.chromosome_1.1776",-0.742805276737647,0.257194723262353,0.915422789175048,162,-20.56,2,20,"1700 1722",19,"78.95%","78.95%",18,"CDS"
"10371","Cluster_9000","evm.TU.chromosome_13.2185",0.046697099569566,0.953302900430434,0.997518362614938,153,-20.26,2,17,"383 404",16,"81.25%","87.50%",15,"CDS"
"10372","Cluster_4754","evm.TU.chromosome_13.2181",0.033537172683385,0.966462827316615,0.998701080889227,166,-21.8,2,15,"892 913",13,"92.31%","100.00%",13,"3'UTR"
"10373","Cluster_9082","evm.TU.chromosome_12.1590",-0.496256196077761,0.503743803922239,0.95086209148936,165,-20.27,2,19,"927 949",18,"83.33%","83.33%",17,"CDS"
"10374","Cluster_1192","evm.TU.chromosome_12.1597",-0.886652739964606,0.113347260035394,0.898703571176249,171,-24.43,2,21,"749 772",21,"80.95%","80.95%",19,"CDS"
"10375","Cluster_2003","evm.TU.chromosome_12.1597",0.690815495764393,0.309184504235607,0.921190059070781,150,-25.18,2,21,"241 264",21,"71.43%","71.43%",19,"CDS"
"10376","Cluster_4831","evm.TU.chromosome_12.2020",0.369682940767571,0.630317059232429,0.966297973021372,157,-21.42,2,20,"543 567",21,"71.43%","80.95%",18,"CDS"
"10377","Cluster_1453","evm.TU.chromosome_12.2027",-0.895201249458819,0.104798750541181,0.898168332654381,156,-20.48,2,20,"1040 1061",19,"78.95%","78.95%",18,"CDS"
"10378","Cluster_860","evm.TU.chromosome_7.1463",0.506089225595001,0.493910774404999,0.948961538483414,171,-26.83,2,21,"1190 1213",21,"80.95%","80.95%",19,"CDS"
"10379","Cluster_1453","evm.TU.chromosome_7.1463",0.63898261901072,0.36101738098928,0.931034450006731,160,-23.19,2,19,"736 760",20,"80.00%","80.00%",17,"CDS"
"10380","Cluster_1453","evm.TU.chromosome_7.1465",-0.682030999255435,0.317969000744564,0.922677700871667,166,-20.32,2,21,"48 68",19,"73.68%","89.47%",19,"3'UTR"
"10381","Cluster_508","evm.TU.chromosome_14.6496",-0.814080605853522,0.185919394146477,0.905290660228321,169,-22.89,2,21,"458 477",19,"84.21%","84.21%",19,"3'UTR"
"10382","Cluster_4696","evm.TU.chromosome_9.2129",-0.74255567427585,0.25744432572415,0.915422789175048,165,-20.47,2,20,"15 35",18,"77.78%","88.89%",18,"3'UTR"
"10383","Cluster_1155","evm.TU.chromosome_9.2120",-0.581462563684755,0.418537436315245,0.941000097303351,164,-20.82,2,20,"605 626",19,"84.21%","84.21%",18,"CDS"
"10384","Cluster_1453","evm.TU.chromosome_2.1338",-0.675168925469836,0.324831074530164,0.92402317739469,161,-23.77,2,20,"1014 1034",18,"77.78%","83.33%",18,"CDS"
"10385","Cluster_4696","evm.TU.chromosome_2.1338",0.390124326852852,0.609875673147148,0.963725734828755,160,-23.95,2,21,"252 271",19,"73.68%","89.47%",19,"CDS"
"10386","Cluster_3730","evm.TU.chromosome_7.188",0.750629255478344,0.249370744521656,0.915026044476702,164,-23.73,2,18,"566 589",18,"83.33%","83.33%",16,"CDS"
"10387","Cluster_2097","evm.TU.chromosome_7.183",0.326816205069717,0.673183794930283,0.969535866979987,183,-27.23,2,20,"536 557",18,"88.89%","94.44%",18,"CDS"
"10388","Cluster_1192","evm.TU.chromosome_7.182",-0.408660139860661,0.591339860139339,0.961330658404721,158,-21.4,2,21,"423 443",19,"68.42%","84.21%",19,"CDS"
"10389","Cluster_1453","evm.TU.chromosome_7.181",0.813439376649065,0.186560623350935,0.905494633515401,160,-20.62,2,20,"943 962",18,"72.22%","88.89%",18,"3'UTR"
"10390","Cluster_1483","evm.TU.chromosome_7.181",-0.995922218649635,0.00407778135036521,0.805404119541396,169,-20.57,2,18,"46 67",16,"81.25%","93.75%",16,"3'UTR"
"10391","Cluster_1192","evm.TU.chromosome_7.180",0.169324461627378,0.830675538372622,0.986039248389006,171,-23.4,2,21,"2343 2366",21,"80.95%","80.95%",19,"CDS"
"10392","Cluster_1473","evm.TU.chromosome_9.1275",0.154154552219353,0.845845447780647,0.987172872524778,150,-21.61,2,20,"33 60",24,"66.67%","66.67%",18,"3'UTR"
"10393","Cluster_137","evm.TU.chromosome_7.451",-0.745058805892741,0.254941194107259,0.915422789175048,160,-20.37,2,21,"816 837",19,"73.68%","73.68%",19,"3'UTR"
"10394","Cluster_492","evm.TU.chromosome_7.450",0.383407307261521,0.616592692738479,0.96466797063731,167,-20.55,2,21,"1388 1411",21,"76.19%","80.95%",19,"CDS"
"10395","Cluster_1453","evm.TU.chromosome_7.450",0.36063278049494,0.63936721950506,0.967686252198847,153,-22.59,2,19,"2634 2657",19,"73.68%","73.68%",17,"CDS"
"10396","Cluster_2097","evm.TU.chromosome_7.452",-0.118888099404983,0.881111900595017,0.989821585970406,167,-22.53,2,21,"8431 8453",20,"75.00%","85.00%",19,"CDS"
"10397","Cluster_4831","evm.TU.chromosome_7.452",0.63831008149142,0.36168991850858,0.931163773155871,157,-20.48,2,18,"6169 6190",16,"75.00%","81.25%",16,"CDS"
"10398","Cluster_9000","evm.TU.chromosome_7.452",-0.389260925848833,0.610739074151167,0.963771165695295,159,-22.74,2,21,"1944 1968",22,"72.73%","72.73%",19,"CDS"
"10399","Cluster_8986","evm.TU.chromosome_7.458",-0.185436162719971,0.814563837280029,0.984303132229893,161,-22.55,2,21,"1988 2012",23,"73.91%","78.26%",19,"CDS"
"10400","Cluster_996","evm.TU.chromosome_13.4018",0.0742857797557687,0.925714220244231,0.994901517202222,156,-20.94,2,20,"623 641",18,"77.78%","77.78%",18,"CDS"
"10401","Cluster_1453","evm.TU.chromosome_13.1518",-0.790995990249617,0.209004009750383,0.907081970288112,161,-23.03,2,21,"880 902",21,"76.19%","80.95%",19,"CDS"
"10402","Cluster_3293","evm.TU.chromosome_4.2089",-0.976354794549567,0.0236452054504333,0.870896922406546,158,-21.1,2,20,"220 241",19,"73.68%","78.95%",18,"CDS"
"10403","Cluster_3037","evm.TU.chromosome_4.2087",-0.564401476387935,0.435598523612065,0.942837098206618,162,-24.24,2,20,"835 858",21,"66.67%","85.71%",18,"3'UTR"
"10404","Cluster_9000","evm.TU.chromosome_9.241",0.479833516029616,0.520166483970384,0.952687617539197,157,-22.69,2,21,"248 272",22,"72.73%","81.82%",19,"CDS"
"10405","Cluster_2097","evm.TU.chromosome_3.45",-0.086439527449352,0.913560472550648,0.993299994373431,163,-21.68,2,17,"306 329",17,"82.35%","88.24%",15,"CDS"
"10406","Cluster_5061","evm.TU.chromosome_3.45",0.876599840175165,0.123400159824835,0.898703571176249,154,-21.15,2,16,"809 831",15,"80.00%","86.67%",14,"CDS"
"10407","Cluster_1452","evm.TU.chromosome_3.44",0.368536927853588,0.631463072146412,0.966444568104719,146,-20.57,2,20,"1234 1256",19,"68.42%","68.42%",18,"CDS"
"10408","Cluster_3044","evm.TU.chromosome_3.46",0.628598558413639,0.371401441586361,0.933252421088989,176,-20.74,2,17,"531 552",15,"93.33%","100.00%",15,"3'UTR"
"10409","Cluster_4831","evm.TU.chromosome_3.46",-0.513170725373963,0.486829274626037,0.948649714685387,155,-23.33,2,21,"1263 1287",22,"63.64%","77.27%",19,"CDS"
"10410","Cluster_3037","evm.TU.chromosome_11.1837",-0.54143538429963,0.45856461570037,0.945212596014849,154,-20.88,2,20,"192 213",19,"63.16%","84.21%",18,"CDS"
"10411","Cluster_2097","evm.TU.chromosome_2.1492",-0.0970653547858371,0.902934645214163,0.992437724542892,168,-20.75,2,21,"643 664",19,"73.68%","84.21%",19,"CDS"
"10412","Cluster_9082","evm.TU.chromosome_5.390",-0.987945250660842,0.0120547493391584,0.854510268289774,158,-22.27,2,21,"1545 1565",19,"73.68%","78.95%",19,"CDS"
"10413","Cluster_4646","evm.TU.chromosome_10.2134",0.512462558806282,0.487537441193718,0.948649714685387,166,-22.46,2,19,"261 282",17,"70.59%","94.12%",17,"CDS"
"10414","Cluster_2097","evm.TU.chromosome_5.1669",0.132847728079547,0.867152271920453,0.988637388167179,171,-20.7,2,21,"808 830",20,"80.00%","85.00%",19,"CDS"
"10415","Cluster_137","evm.TU.chromosome_13.379",-0.266780120373168,0.733219879626832,0.976311667177273,151,-22.71,2,17,"3174 3197",17,"76.47%","76.47%",15,"CDS"
"10416","Cluster_2003","evm.TU.chromosome_6.1805",0.9523889185905,0.0476110814094998,0.879022766781738,157,-29.59,2,19,"677 701",20,"70.00%","80.00%",17,"3'UTR"
"10417","Cluster_4425","evm.TU.chromosome_6.1805",-0.589713515158591,0.410286484841409,0.939630850113253,167,-23.63,2,21,"540 562",20,"80.00%","80.00%",19,"CDS"
"10418","Cluster_1453","evm.TU.chromosome_13.370",-0.0265320589455363,0.973467941054464,0.999228447967313,156,-23.14,2,21,"1111 1130",19,"73.68%","84.21%",19,"CDS"
"10419","Cluster_1453","evm.TU.chromosome_13.371",0.364915385116845,0.635084614883155,0.967087925527221,153,-20.68,2,20,"1506 1526",18,"66.67%","83.33%",18,"CDS"
"10420","Cluster_449","evm.TU.chromosome_13.375",-0.739612684455945,0.260387315544055,0.915422789175048,167,-20.04,2,21,"1053 1075",20,"70.00%","90.00%",19,"CDS"
"10421","Cluster_9000","evm.TU.chromosome_13.375",-0.113323525091891,0.886676474908109,0.990426962646382,171,-23.38,2,21,"6550 6573",21,"80.95%","80.95%",19,"CDS"
"10422","Cluster_3889","evm.TU.chromosome_11.1164",0.408887444309147,0.591112555690853,0.961302087511246,160,-21.07,2,17,"718 738",15,"73.33%","93.33%",15,"3'UTR"
"10423","Cluster_1453","evm.TU.chromosome_11.1163",-0.683462841871476,0.316537158128524,0.922440877760341,157,-21.4,2,15,"636 658",14,"85.71%","92.86%",13,"CDS"
"10424","Cluster_3889","evm.TU.chromosome_11.1163",-0.524674789728134,0.475325210271866,0.94730750306368,160,-21.07,2,17,"895 915",15,"73.33%","93.33%",15,"3'UTR"
"10425","Cluster_137","evm.TU.chromosome_14.6697",0.407469905737563,0.592530094262437,0.961588966295345,159,-21.08,2,21,"573 595",20,"75.00%","75.00%",19,"3'UTR"
