"","miRNA","mRNA","PCC.cor","p_value","adjusted_p_value","score","energy","start","end","subject_start_end","total_bp_shared","query_similar","subject_similar","interaction_length","binding_type"
"11150","Cluster_4425","evm.TU.chromosome_9.1070",-0.957294210298618,0.042705789701382,0.83275037842913,152,-20.81,2,15,"4221 4241",13,"84.62%","92.31%",13,"CDS"
"11151","Cluster_4425","evm.TU.chromosome_9.1070",-0.957294210298618,0.042705789701382,0.83275037842913,152,-20.81,2,15,"5847 5867",13,"84.62%","92.31%",13,"CDS"
"11152","Cluster_2097","evm.TU.chromosome_13.3187",0.904720986194522,0.0952790138054782,0.83275037842913,172,-23.34,2,21,"518 539",19,"73.68%","89.47%",19,"CDS"
"11153","Cluster_3293","evm.TU.chromosome_13.3187",0.990508208155469,0.00949179184453109,0.83275037842913,164,-21.23,2,18,"43 64",17,"82.35%","88.24%",16,"CDS"
"11154","Cluster_4044","evm.TU.chromosome_13.3185",0.749435470433156,0.250564529566844,0.833315545275283,157,-21.73,2,21,"570 591",20,"75.00%","80.00%",19,"CDS"
"11155","Cluster_1452","evm.TU.chromosome_13.3181",-0.408522024022207,0.591477975977793,0.898098100805489,166,-21.57,2,21,"164 187",21,"80.95%","80.95%",19,"3'UTR"
"11156","Cluster_1452","evm.TU.chromosome_13.3180",-0.195562783681862,0.804437216318138,0.95685935928995,166,-21.57,2,21,"369 392",21,"80.95%","80.95%",19,"3'UTR"
"11157","Cluster_9000","evm.TU.chromosome_7.1744",-0.145280426640195,0.854719573359805,0.967688517729991,165,-22.06,2,21,"1075 1099",22,"81.82%","81.82%",19,"CDS"
"11158","Cluster_9000","evm.TU.chromosome_7.1744",-0.145280426640195,0.854719573359805,0.967688517729991,168,-21,2,21,"178 199",19,"68.42%","89.47%",19,"CDS"
"11159","Cluster_1453","evm.TU.chromosome_7.1742",0.568155208680565,0.431844791319435,0.865470535926545,159,-20.28,2,18,"1414 1434",16,"81.25%","87.50%",16,"CDS"
"11160","Cluster_137","evm.TU.chromosome_14.1137",0.6340906383269,0.3659093616731,0.852083066664479,151,-22.99,2,21,"971 990",20,"75.00%","75.00%",19,"CDS"
"11161","Cluster_3037","evm.TU.chromosome_13.3417",0.430465376290146,0.569534623709854,0.892938294743601,165,-21.91,2,20,"2364 2383",18,"77.78%","88.89%",18,"CDS"
"11162","Cluster_4425","evm.TU.chromosome_13.3417",-0.954772057297455,0.0452279427025449,0.83275037842913,162,-21.74,2,20,"5118 5140",19,"78.95%","78.95%",18,"CDS"
"11163","Cluster_4646","evm.TU.chromosome_13.3417",0.129465345498406,0.870534654501594,0.971222579074712,164,-20.35,2,17,"11900 11921",15,"73.33%","100.00%",15,"CDS"
"11164","Cluster_1453","evm.TU.chromosome_10.3256",0.438181486743166,0.561818513256834,0.891430302813595,158,-23.3,2,21,"18 38",19,"68.42%","84.21%",19,"CDS"
"11165","Cluster_1453","evm.TU.chromosome_10.3255",0.64350131982068,0.35649868017932,0.85125194926914,158,-23.3,2,21,"42 62",19,"68.42%","84.21%",19,"CDS"
"11166","Cluster_3423","evm.TU.chromosome_13.2275",-0.959375250026422,0.0406247499735784,0.83275037842913,183,-27.77,2,21,"253 275",20,"85.00%","95.00%",19,"CDS"
"11167","Cluster_3293","evm.TU.chromosome_13.2272",-0.752140043948779,0.24785995605122,0.833195555351216,172,-23.6,2,17,"225 245",15,"93.33%","93.33%",15,"3'UTR"
"11168","Cluster_4425","evm.TU.chromosome_13.2279",0.212056396142967,0.787943603857033,0.952492364962357,164,-22.29,2,18,"5 27",17,"76.47%","94.12%",16,"3'UTR"
"11169","Cluster_9205","evm.TU.chromosome_13.2279",0.257119735574629,0.742880264425371,0.940946141682741,156,-20.27,2,17,"2377 2398",15,"73.33%","86.67%",15,"CDS"
"11170","Cluster_4425","evm.TU.chromosome_11.1088",-0.324440110289829,0.675559889710171,0.921724666941425,158,-21.62,2,21,"527 547",19,"73.68%","78.95%",19,"CDS"
"11171","Cluster_3331","evm.TU.chromosome_14.1682",-0.882721166234344,0.117278833765656,0.83275037842913,162,-22.87,2,20,"701 725",21,"71.43%","80.95%",18,"CDS"
"11172","Cluster_3337","evm.TU.chromosome_14.1682",-0.879570840357562,0.120429159642438,0.83275037842913,162,-22.87,2,20,"701 725",21,"71.43%","80.95%",18,"CDS"
"11173","Cluster_3338","evm.TU.chromosome_14.1682",-0.866318299590148,0.133681700409852,0.83275037842913,162,-22.87,2,20,"701 725",21,"71.43%","80.95%",18,"CDS"
"11174","Cluster_4425","evm.TU.chromosome_14.1680",-0.352330958420919,0.647669041579081,0.912407522981985,154,-20.73,2,21,"1596 1616",19,"63.16%","84.21%",19,"CDS"
"11175","Cluster_995","evm.TU.chromosome_7.1187_evm.TU.chromosome_7.1174_evm.TU.chromosome_7.1175_evm.TU.chromosome_7.1176",0.453669910129216,0.546330089870784,0.88993296966646,163,-21.37,2,17,"757 779",16,"87.50%","87.50%",15,"3'UTR"
"11176","Cluster_3730","evm.TU.chromosome_9.2528",-0.306940720934609,0.693059279065391,0.926635548900319,176,-25.53,2,21,"58 79",19,"78.95%","89.47%",19,"3'UTR"
"11177","Cluster_4044","evm.TU.chromosome_8.1352",-0.053695037302436,0.946304962697564,0.988865024115101,165,-20.19,2,18,"600 621",16,"81.25%","87.50%",16,"3'UTR"
"11178","Cluster_5061","evm.TU.chromosome_8.1352",-0.584494896627225,0.415505103372775,0.863035467891481,154,-21.47,2,21,"665 685",19,"68.42%","78.95%",19,"CDS"
"11179","Cluster_1192","evm.TU.chromosome_6.2125",0.0173942344521682,0.982605765547832,0.996416291516223,171,-22.84,2,21,"820 842",20,"80.00%","85.00%",19,"CDS"
"11180","Cluster_2003","evm.TU.chromosome_6.2122",-0.339598496930588,0.660401503069412,0.916899875128562,147,-24.91,2,20,"879 900",18,"61.11%","72.22%",18,"3'UTR"
"11181","Cluster_3406","evm.TU.chromosome_5.1262",-0.301900644166426,0.698099355833574,0.92840008688595,152,-26.54,2,21,"1515 1535",20,"70.00%","80.00%",19,"CDS"
"11182","Cluster_137","evm.TU.chromosome_5.1263",-0.224982870592662,0.775017129407338,0.949261287869586,163,-21.1,2,21,"970 992",20,"75.00%","80.00%",19,"3'UTR"
"11183","Cluster_492","evm.TU.chromosome_11.1624",0.360791040509404,0.639208959490596,0.910255956743713,162,-20.27,2,16,"429 451",15,"86.67%","93.33%",14,"3'UTR"
"11184","Cluster_5061","evm.TU.chromosome_11.1624",0.979999364238509,0.0200006357614913,0.83275037842913,155,-20.14,2,18,"1916 1936",16,"75.00%","87.50%",16,"CDS"
"11185","Cluster_3293","evm.TU.chromosome_5.1261",0.733068324595184,0.266931675404816,0.836277176580731,155,-21.26,2,20,"348 368",18,"66.67%","77.78%",18,"CDS"
"11186","Cluster_998","evm.TU.chromosome_5.1267",-0.164090765018468,0.835909234981532,0.964447023392043,164,-22.74,2,19,"880 899",17,"76.47%","94.12%",17,"3'UTR"
"11187","Cluster_2972","evm.TU.chromosome_6.1476",0.861261469827796,0.138738530172204,0.83275037842913,168,-21.12,2,21,"661 682",19,"78.95%","78.95%",19,"3'UTR"
"11188","Cluster_9082","evm.TU.chromosome_6.1474",-0.0922120994476344,0.907787900552366,0.979137528960318,166,-22.09,2,21,"441 461",19,"78.95%","84.21%",19,"CDS"
"11189","Cluster_9082","evm.TU.chromosome_6.1471",0.378447725739055,0.621552274260945,0.905923413382612,162,-22.4,2,21,"58 78",19,"73.68%","84.21%",19,"3'UTR"
"11190","Cluster_3037","evm.TU.chromosome_5.1265",0.676653095661197,0.323346904338803,0.843070683154893,166,-21.35,2,20,"664 687",21,"76.19%","80.95%",18,"CDS"
"11191","Cluster_4646","evm.TU.chromosome_6.1479",-0.72075409750655,0.27924590249345,0.838096391217235,168,-23.23,2,18,"709 731",17,"88.24%","88.24%",16,"3'UTR"
"11192","Cluster_3037","evm.TU.chromosome_13.798",-0.522409632135203,0.477590367864797,0.875463061985531,166,-20.6,2,20,"196 217",19,"78.95%","84.21%",18,"3'UTR"
"11193","Cluster_1192","evm.TU.chromosome_13.866",-0.616807720572724,0.383192279427276,0.856185993112838,165,-21.62,2,20,"1228 1248",18,"77.78%","88.89%",18,"CDS"
"11194","Cluster_2097","evm.TU.chromosome_6.2784",0.575051948891868,0.424948051108132,0.864905933084702,161,-20.28,2,20,"630 653",20,"75.00%","85.00%",18,"CDS"
"11195","Cluster_2097","evm.TU.chromosome_6.2784",0.575051948891868,0.424948051108132,0.864905933084702,170,-20.07,2,20,"760 783",20,"80.00%","85.00%",18,"CDS"
"11196","Cluster_1453","evm.TU.chromosome_6.2789",0.88282903459328,0.11717096540672,0.83275037842913,155,-20.96,2,16,"831 852",14,"78.57%","85.71%",14,"CDS"
"11197","Cluster_9000","evm.TU.chromosome_6.2789",-0.633545508474202,0.366454491525798,0.852273612451655,166,-21.86,2,21,"101 121",19,"78.95%","84.21%",19,"3'UTR"
"11198","Cluster_4831","evm.TU.chromosome_13.4093",-0.179218198414551,0.820781801585449,0.960627410128973,161,-22.38,2,20,"1926 1946",18,"77.78%","83.33%",18,"CDS"
"11199","Cluster_995","evm.TU.chromosome_13.4097",0.429459654294081,0.570540345705919,0.893323073867898,162,-20.26,2,21,"298 322",22,"77.27%","77.27%",19,"CDS"
"11200","Cluster_9082","evm.TU.chromosome_3.157",-0.466492734615903,0.533507265384097,0.889422189669531,166,-20.44,2,21,"849 872",21,"76.19%","85.71%",19,"CDS"
"11201","Cluster_8986","evm.TU.chromosome_13.1116",-0.643152503048664,0.356847496951336,0.85138283625492,168,-20.52,2,17,"668 689",15,"80.00%","100.00%",15,"3'UTR"
"11202","Cluster_9082","evm.TU.chromosome_13.1116",-0.962506076706612,0.0374939232933884,0.83275037842913,158,-20.52,2,19,"273 294",17,"70.59%","82.35%",17,"3'UTR"
"11203","Cluster_4696","evm.TU.chromosome_13.1115",-0.940612646788906,0.0593873532110943,0.83275037842913,164,-20.66,2,18,"241 263",17,"82.35%","88.24%",16,"CDS"
"11204","Cluster_8986","evm.TU.chromosome_13.1110",-0.792849432628745,0.207150567371255,0.83275037842913,164,-20.31,2,21,"1704 1722",19,"78.95%","84.21%",19,"CDS"
"11205","Cluster_5061","evm.TU.chromosome_6.1781",0.758410062177444,0.241589937822556,0.83275037842913,168,-20.04,2,21,"593 614",19,"73.68%","84.21%",19,"CDS"
"11206","Cluster_4696","evm.TU.chromosome_6.2875",0.540017766105103,0.459982233894897,0.870576571980156,150,-20.19,2,21,"380 400",19,"63.16%","78.95%",19,"CDS"
"11207","Cluster_3406","evm.TU.chromosome_6.2873",0.433463595587336,0.566536404412664,0.89190022452418,166,-28.45,2,21,"781 801",19,"73.68%","89.47%",19,"CDS"
"11208","Cluster_998","evm.TU.chromosome_6.2870",0.762598588759886,0.237401411240114,0.83275037842913,165,-20.59,2,19,"933 954",18,"72.22%","94.44%",17,"3'UTR"
"11209","Cluster_3293","evm.TU.chromosome_12.488",0.588293149714904,0.411706850285096,0.862762608581223,154,-20.31,2,20,"340 361",19,"73.68%","73.68%",18,"CDS"
"11210","Cluster_4696","evm.TU.chromosome_6.2879",-0.771802942055818,0.228197057944182,0.83275037842913,158,-20.6,2,21,"153 177",22,"63.64%","86.36%",19,"3'UTR"
"11211","Cluster_9082","evm.TU.chromosome_7.697",-0.775056253759395,0.224943746240605,0.83275037842913,159,-20.28,2,20,"1435 1456",18,"72.22%","77.78%",18,"CDS"
"11212","Cluster_2003","evm.TU.chromosome_2.175",0.153818175732311,0.846181824267689,0.966908593290317,149,-23.18,2,19,"67 91",20,"65.00%","75.00%",17,"3'UTR"
"11213","Cluster_1155","evm.TU.chromosome_3.396",-0.376611995829943,0.623388004170057,0.906566006158645,155,-21.2,2,17,"1094 1117",17,"70.59%","88.24%",15,"CDS"
"11214","Cluster_3293","evm.TU.chromosome_3.396",-0.329951519315545,0.670048480684455,0.920281193622323,159,-23.16,2,18,"4235 4254",16,"81.25%","87.50%",16,"CDS"
"11215","Cluster_2097","evm.TU.chromosome_11.2742",-0.382676910157376,0.617323089842624,0.904203106323994,165,-21.74,2,21,"1794 1813",19,"78.95%","84.21%",19,"CDS"
"11216","Cluster_137","evm.TU.chromosome_11.2744",-0.827968995835663,0.172031004164337,0.83275037842913,153,-22.21,2,20,"13 39",23,"69.57%","73.91%",18,"3'UTR"
"11217","Cluster_4425","evm.TU.chromosome_11.2744",-0.86173641341389,0.13826358658611,0.83275037842913,162,-23.72,2,19,"15 36",17,"76.47%","82.35%",17,"3'UTR"
"11218","Cluster_3331","evm.TU.chromosome_8.1430",-0.64048155968795,0.35951844031205,0.851539136172113,153,-21.53,2,21,"394 417",22,"68.18%","77.27%",19,"CDS"
"11219","Cluster_3337","evm.TU.chromosome_8.1430",-0.617889875324942,0.382110124675058,0.855705769225336,153,-21.53,2,21,"394 417",22,"68.18%","77.27%",19,"CDS"
"11220","Cluster_3338","evm.TU.chromosome_8.1430",-0.623475912290763,0.376524087709237,0.855184697288861,153,-21.53,2,21,"394 417",22,"68.18%","77.27%",19,"CDS"
"11221","Cluster_3331","evm.TU.chromosome_8.1433",-0.715425195028002,0.284574804971998,0.839056745636915,153,-21.53,2,21,"967 990",22,"68.18%","77.27%",19,"CDS"
"11222","Cluster_3337","evm.TU.chromosome_8.1433",-0.69255449660117,0.30744550339883,0.841619653628724,153,-21.53,2,21,"967 990",22,"68.18%","77.27%",19,"CDS"
"11223","Cluster_3338","evm.TU.chromosome_8.1433",-0.687601161521775,0.312398838478225,0.842794376874429,153,-21.53,2,21,"967 990",22,"68.18%","77.27%",19,"CDS"
"11224","Cluster_5061","evm.TU.chromosome_8.1433",-0.643061770059316,0.356938229940684,0.851415540023036,154,-21.47,2,21,"758 778",19,"68.42%","78.95%",19,"CDS"
"11225","Cluster_9000","evm.TU.chromosome_8.1433",0.0292629295759984,0.970737070424002,0.994116868732118,162,-21.68,2,20,"190 213",20,"75.00%","80.00%",18,"CDS"
"11226","Cluster_1453","evm.TU.chromosome_8.1435",0.878620724877329,0.121379275122671,0.83275037842913,171,-24.38,2,21,"414 436",20,"80.00%","85.00%",19,"CDS"
"11227","Cluster_247","evm.TU.chromosome_8.1436",0.648259698894829,0.351740301105171,0.849499078805115,158,-21.95,2,21,"181 201",19,"73.68%","78.95%",19,"CDS"
"11228","Cluster_1453","evm.TU.chromosome_8.1436",0.394029194294263,0.605970805705737,0.901357431138249,160,-21.14,2,21,"1434 1453",19,"78.95%","84.21%",19,"CDS"
"11229","Cluster_3406","evm.TU.chromosome_14.5117",-0.425101006810207,0.574898993189793,0.894160537395107,154,-20.15,2,18,"226 247",17,"82.35%","82.35%",16,"3'UTR"
"11230","Cluster_1452","evm.TU.chromosome_14.5113",0.328586698171695,0.671413301828305,0.920823782804551,159,-22.58,2,16,"408 429",14,"78.57%","92.86%",14,"CDS"
"11231","Cluster_4640","evm.TU.chromosome_14.5119",-0.630860342373553,0.369139657626447,0.853132899268594,160,-20.07,2,18,"876 898",17,"76.47%","88.24%",16,"CDS"
"11232","Cluster_9205","evm.TU.chromosome_14.5118",-0.702235799119294,0.297764200880706,0.840458273868333,158,-20.85,2,21,"672 692",19,"73.68%","78.95%",19,"CDS"
"11233","Cluster_4425","evm.TU.chromosome_12.3238",-0.0242658559321061,0.975734144067894,0.99519785999584,154,-21.21,2,20,"398 423",22,"63.64%","77.27%",18,"3'UTR"
"11234","Cluster_4425","evm.TU.chromosome_12.3232",-0.452293958909764,0.547706041090236,0.88993296966646,156,-20.59,2,21,"514 533",19,"78.95%","78.95%",19,"3'UTR"
"11235","Cluster_1452","evm.TU.chromosome_12.3231",-0.688634751666008,0.311365248333992,0.842480896803341,146,-22.58,2,20,"4015 4038",20,"65.00%","70.00%",18,"CDS"
"11236","Cluster_3331","evm.TU.chromosome_12.3231",0.883157820437497,0.116842179562503,0.83275037842913,158,-20.27,2,21,"606 631",23,"73.91%","73.91%",19,"CDS"
"11237","Cluster_3337","evm.TU.chromosome_12.3231",0.885870796427175,0.114129203572825,0.83275037842913,158,-20.27,2,21,"606 631",23,"73.91%","73.91%",19,"CDS"
"11238","Cluster_3338","evm.TU.chromosome_12.3231",0.898173260421836,0.101826739578164,0.83275037842913,158,-20.27,2,21,"606 631",23,"73.91%","73.91%",19,"CDS"
"11239","Cluster_995","evm.TU.chromosome_11.76",0.990392484460126,0.00960751553987402,0.83275037842913,175,-26.02,2,21,"766 788",20,"85.00%","85.00%",19,"3'UTR"
"11240","Cluster_1192","evm.TU.chromosome_11.76",-0.768771285938515,0.231228714061485,0.83275037842913,172,-25.1,2,21,"3913 3934",19,"73.68%","89.47%",19,"CDS"
"11241","Cluster_998","evm.TU.chromosome_11.75",-0.045643330797732,0.954356669202268,0.990277830992417,149,-21.05,2,20,"5455 5474",18,"66.67%","77.78%",18,"CDS"
"11242","Cluster_1192","evm.TU.chromosome_11.75",-0.586749072120399,0.413250927879601,0.862762608581223,161,-20.05,2,21,"8609 8630",20,"75.00%","85.00%",19,"CDS"
"11243","Cluster_1453","evm.TU.chromosome_11.75",0.898540577911949,0.101459422088051,0.83275037842913,161,-22.74,2,21,"9197 9219",21,"71.43%","85.71%",19,"CDS"
"11244","Cluster_1473","evm.TU.chromosome_11.75",-0.6188056873938,0.3811943126062,0.855602962811425,161,-23.37,2,21,"3 27",22,"77.27%","81.82%",19,"3'UTR"
"11245","Cluster_2003","evm.TU.chromosome_11.75",0.512413480093449,0.487586519906551,0.879072088427759,156,-25.38,2,21,"13349 13367",19,"73.68%","78.95%",19,"CDS"
"11246","Cluster_3889","evm.TU.chromosome_11.72",0.177881028616329,0.822118971383671,0.960678032305719,170,-26.91,2,20,"161 183",20,"80.00%","85.00%",18,"CDS"
"11247","Cluster_4425","evm.TU.chromosome_11.72",-0.97156777052518,0.0284322294748204,0.83275037842913,162,-21.73,2,20,"6981 7003",19,"73.68%","84.21%",18,"CDS"
"11248","Cluster_3730","evm.TU.chromosome_11.70",-0.787594207021895,0.212405792978105,0.83275037842913,162,-20.64,2,20,"2031 2055",21,"76.19%","76.19%",18,"CDS"
"11249","Cluster_137","evm.TU.chromosome_11.71",-0.664208590360611,0.335791409639389,0.845699310019414,167,-21.59,2,20,"2055 2076",18,"77.78%","83.33%",18,"CDS"
"11250","Cluster_492","evm.TU.chromosome_11.71",-0.505314933326852,0.494685066673148,0.880070455266136,160,-20.64,2,20,"7603 7625",20,"75.00%","85.00%",18,"CDS"
"11251","Cluster_5061","evm.TU.chromosome_11.71",-0.828959106062862,0.171040893937138,0.83275037842913,168,-22.3,2,21,"7404 7425",19,"73.68%","84.21%",19,"CDS"
"11252","Cluster_1453","evm.TU.chromosome_11.78",0.929902110277757,0.0700978897222431,0.83275037842913,163,-22.42,2,20,"628 649",18,"72.22%","83.33%",18,"3'UTR"
"11253","Cluster_2003","evm.TU.chromosome_11.78",0.41315873657993,0.58684126342007,0.896820021524392,148,-20.24,2,21,"1994 2012",19,"68.42%","73.68%",19,"CDS"
"11254","Cluster_9000","evm.TU.chromosome_11.78",-0.311446233720868,0.688553766279132,0.924989552124236,157,-20.1,2,16,"3730 3750",14,"85.71%","92.86%",14,"CDS"
"11255","Cluster_1452","evm.TU.chromosome_11.79",0.78627043952477,0.21372956047523,0.83275037842913,161,-22.86,2,18,"1 21",16,"75.00%","87.50%",16,"3'UTR"
"11256","Cluster_1483","evm.TU.chromosome_11.79",-0.868099597449206,0.131900402550794,0.83275037842913,179,-20.52,2,21,"139 161",20,"85.00%","90.00%",19,"CDS"
"11257","Cluster_9000","evm.TU.chromosome_11.79",-0.098849782652027,0.901150217347973,0.977918379412083,157,-20.1,2,16,"1456 1476",14,"85.71%","92.86%",14,"CDS"
"11258","Cluster_9000","evm.TU.chromosome_14.340",-0.775964789148864,0.224035210851136,0.83275037842913,155,-20.35,2,21,"648 672",22,"68.18%","72.73%",19,"3'UTR"
"11259","Cluster_1452","evm.TU.chromosome_14.5808",0.846615381867319,0.153384618132681,0.83275037842913,144,-22.42,2,20,"1278 1303",23,"60.87%","73.91%",18,"CDS"
"11260","Cluster_137","evm.TU.chromosome_14.5803",-0.758334347533934,0.241665652466066,0.83275037842913,146,-20.75,2,15,"126 147",13,"76.92%","76.92%",13,"CDS"
"11261","Cluster_4754","evm.TU.chromosome_7.2669",-0.581115666049727,0.418884333950273,0.863928553467823,166,-28.47,2,20,"288 311",20,"80.00%","80.00%",18,"CDS"
"11262","Cluster_860","evm.TU.chromosome_10.2836",-0.987771643295733,0.0122283567042668,0.83275037842913,157,-21.71,2,20,"1904 1924",18,"72.22%","83.33%",18,"CDS"
"11263","Cluster_4425","evm.TU.chromosome_13.30",-0.97130917065966,0.0286908293403404,0.83275037842913,149,-21.79,2,21,"16 40",22,"72.73%","72.73%",19,"CDS"
"11264","Cluster_2097","evm.TU.chromosome_3.1079",0.21444727468793,0.78555272531207,0.951785873344534,165,-22.55,2,19,"1545 1569",20,"75.00%","85.00%",17,"CDS"
"11265","Cluster_1473","evm.TU.chromosome_13.36",-0.303062149731817,0.696937850268183,0.927972188357008,148,-20.89,2,19,"692 720",24,"66.67%","70.83%",17,"CDS"
"11266","Cluster_1452","evm.TU.chromosome_3.1076",0.351968295942442,0.648031704057558,0.912407522981985,168,-22.12,2,21,"1132 1153",19,"73.68%","84.21%",19,"CDS"
"11267","Cluster_4044","evm.TU.chromosome_12.3900",-0.0121759455166178,0.987824054483382,0.997498287853067,171,-20.29,2,21,"162 184",20,"80.00%","85.00%",19,"3'UTR"
"11268","Cluster_1192","evm.TU.chromosome_12.3901",0.928557729061175,0.0714422709388254,0.83275037842913,167,-23.3,2,19,"844 863",17,"88.24%","88.24%",17,"3'UTR"
"11269","Cluster_4646","evm.TU.chromosome_12.3903",0.520510016128266,0.479489983871734,0.876156725497016,155,-20.24,2,21,"443 468",23,"60.87%","78.26%",19,"CDS"
"11270","Cluster_4831","evm.TU.chromosome_12.3903",0.290328971450042,0.709671028549958,0.932167471528077,173,-28.68,2,20,"1345 1365",18,"88.89%","88.89%",18,"CDS"
"11271","Cluster_492","evm.TU.chromosome_10.2783",0.193682645729962,0.806317354270038,0.957480371020714,155,-20.15,2,18,"568 592",19,"78.95%","78.95%",16,"CDS"
"11272","Cluster_4646","evm.TU.chromosome_10.2781",-0.364689579507655,0.635310420492345,0.909653765324048,166,-20.78,2,21,"415 435",19,"73.68%","89.47%",19,"CDS"
"11273","Cluster_3037","evm.TU.chromosome_14.7181",0.451105064678459,0.548894935321541,0.88993296966646,156,-21.57,2,20,"572 590",18,"72.22%","83.33%",18,"3'UTR"
"11274","Cluster_4754","evm.TU.chromosome_4.1484",-0.562373272632016,0.437626727367984,0.866892973003664,157,-20.46,2,20,"902 925",20,"75.00%","80.00%",18,"3'UTR"
"11275","Cluster_4831","evm.TU.chromosome_4.1484",0.728748473303133,0.271251526696867,0.837288317815411,154,-21.24,2,20,"462 485",20,"65.00%","80.00%",18,"3'UTR"
"11276","Cluster_8986","evm.TU.chromosome_4.1484",-0.557266032125875,0.442733967874125,0.867506740403483,164,-21.44,2,21,"866 888",21,"80.95%","85.71%",19,"3'UTR"
"11277","Cluster_5061","evm.TU.chromosome_1.956",-0.70801370403076,0.29198629596924,0.840458273868333,167,-20.53,2,21,"1904 1927",21,"76.19%","80.95%",19,"CDS"
"11278","Cluster_4831","evm.TU.chromosome_1.959",0.0749109629689957,0.925089037031004,0.983478654594743,151,-20.11,2,21,"1842 1867",23,"65.22%","69.57%",19,"CDS"
"11279","Cluster_4831","evm.TU.chromosome_1.959",0.0749109629689957,0.925089037031004,0.983478654594743,156,-20.7,2,20,"5417 5440",21,"76.19%","76.19%",18,"CDS"
"11280","Cluster_4696","evm.TU.chromosome_14.7235",-0.742465271279486,0.257534728720514,0.833720678895589,163,-21.52,2,21,"569 592",21,"71.43%","80.95%",19,"3'UTR"
"11281","Cluster_3406","evm.TU.chromosome_14.7236",0.638357857736327,0.361642142263673,0.851539136172113,170,-22.75,2,21,"857 877",19,"78.95%","89.47%",19,"3'UTR"
"11282","Cluster_3037","evm.TU.chromosome_13.753",0.608868655358886,0.391131344641114,0.859430114459404,157,-21.08,2,20,"555 574",18,"72.22%","83.33%",18,"CDS"
"11283","Cluster_4646","evm.TU.chromosome_6.863",0.775030121871578,0.224969878128422,0.83275037842913,172,-25.55,2,19,"1652 1672",17,"88.24%","94.12%",17,"CDS"
"11284","Cluster_3293","evm.TU.chromosome_13.2453",0.311813142553234,0.688186857446766,0.924855012127484,162,-23.09,2,15,"588 608",13,"92.31%","92.31%",13,"3'UTR"
"11285","Cluster_4646","evm.TU.chromosome_1.480",0.00668369144221372,0.993316308557786,0.998613517798158,162,-20.52,2,20,"630 652",19,"68.42%","89.47%",18,"3'UTR"
"11286","Cluster_1452","evm.TU.chromosome_1.483",0.671530859963621,0.328469140036379,0.844687323575357,161,-21.54,2,21,"508 529",20,"75.00%","85.00%",19,"3'UTR"
"11287","Cluster_4044","evm.TU.chromosome_1.485",-0.515625435500627,0.484374564499373,0.8779530158137,164,-22.47,2,21,"843 864",19,"68.42%","84.21%",19,"3'UTR"
"11288","Cluster_3293","evm.TU.chromosome_1.487",-0.606055875262182,0.393944124737818,0.859796624885519,167,-20.74,2,16,"4540 4560",14,"85.71%","100.00%",14,"CDS"
"11289","Cluster_3406","evm.TU.chromosome_1.487",0.9036067154727,0.0963932845273004,0.83275037842913,154,-20.64,2,17,"2413 2436",17,"82.35%","82.35%",15,"CDS"
"11290","Cluster_998","evm.TU.chromosome_3.579",0.693095661101771,0.306904338898229,0.841619653628724,155,-21.26,2,20,"1478 1497",19,"73.68%","84.21%",18,"CDS"
"11291","Cluster_3406","evm.TU.chromosome_3.579",0.756612454943121,0.243387545056878,0.83275037842913,155,-26.4,2,21,"1828 1851",21,"66.67%","76.19%",19,"CDS"
"11292","Cluster_3293","evm.TU.chromosome_7.65",-0.433764778571098,0.566235221428901,0.89183771138616,154,-21.51,2,20,"2323 2344",19,"73.68%","73.68%",18,"CDS"
"11293","Cluster_3293","evm.TU.chromosome_7.65",-0.433764778571098,0.566235221428901,0.89183771138616,159,-28.04,2,20,"2301 2318",18,"77.78%","83.33%",18,"CDS"
"11294","Cluster_1452","evm.TU.chromosome_7.64",0.354202440012536,0.645797559987464,0.912176680311933,170,-27.87,2,20,"587 609",19,"78.95%","89.47%",18,"3'UTR"
"11295","Cluster_1453","evm.TU.chromosome_7.64",0.650431741161865,0.349568258838135,0.849499078805115,166,-20.53,2,19,"901 922",17,"82.35%","82.35%",17,"CDS"
"11296","Cluster_1452","evm.TU.chromosome_7.63",0.833774239358222,0.166225760641777,0.83275037842913,170,-27.87,2,20,"587 609",19,"78.95%","89.47%",18,"3'UTR"
"11297","Cluster_2097","evm.TU.chromosome_7.62",0.0495179840033792,0.950482015996621,0.98936531348704,155,-20.4,2,21,"362 391",27,"66.67%","66.67%",19,"CDS"
"11298","Cluster_4044","evm.TU.chromosome_7.62",0.326915223901365,0.673084776098635,0.921412553214813,158,-20.38,2,17,"102 122",15,"80.00%","93.33%",15,"CDS"
"11299","Cluster_2151","evm.TU.chromosome_12.2624",-0.785481387092296,0.214518612907704,0.83275037842913,170,-20.31,2,20,"1870 1893",20,"80.00%","85.00%",18,"CDS"
"11300","Cluster_2097","evm.TU.chromosome_12.2620",-0.0179620330122741,0.982037966987726,0.996273028371294,166,-21.78,2,21,"1098 1121",21,"80.95%","80.95%",19,"CDS"
"11301","Cluster_1192","evm.TU.chromosome_1.1688",-0.397474307853805,0.602525692146195,0.901357431138249,158,-20.34,2,21,"1111 1134",21,"76.19%","76.19%",19,"CDS"
"11302","Cluster_492","evm.TU.chromosome_12.2628",0.0394604054500438,0.960539594549956,0.991727591293236,161,-23.32,2,21,"41 60",19,"68.42%","89.47%",19,"CDS"
