Coords	Name	MIRNA	AST-1065_R1_001.fastq.gz_1	AST-1147_R1_001.fastq.gz_1	AST-1412_R1_001.fastq.gz_1	AST-1560_R1_001.fastq.gz_1	AST-1567_R1_001.fastq.gz_1	AST-1617_R1_001.fastq.gz_1	AST-1722_R1_001.fastq.gz_1	AST-2000_R1_001.fastq.gz_1	AST-2007_R1_001.fastq.gz_1	AST-2302_R1_001.fastq.gz_1	AST-2360_R1_001.fastq.gz_1	AST-2398_R1_001.fastq.gz_1	AST-2404_R1_001.fastq.gz_1	AST-2412_R1_001.fastq.gz_1	AST-2512_R1_001.fastq.gz_1	AST-2523_R1_001.fastq.gz_1	AST-2563_R1_001.fastq.gz_1	AST-2729_R1_001.fastq.gz_1	AST-2755_R1_001.fastq.gz_1
chromosome_14:24171083-24171826	Cluster_6729	N	19	629	66	0	74	408	434	54	1	120	8	7	124	10	9	109	93	24	39
chromosome_14:24172699-24173242	Cluster_6730	N	35	409	32	2	55	119	249	103	57	104	4	2	76	23	14	173	96	21	87
chromosome_14:24174913-24175341	Cluster_6731	N	12	302	20	1	74	110	1088	58	22	57	3	0	39	4	3	48	24	10	49
chromosome_14:24176224-24177061	Cluster_6732	N	81	779	48	1	85	234	668	33	13	100	20	10	115	27	20	224	125	20	88
chromosome_14:24179089-24179516	Cluster_6733	N	55	287	12	0	9	10	115	0	26	35	1	148	29	4	2	28	11	7	30
chromosome_14:24184178-24184670	Cluster_6734	N	18	783	17	0	2	44	259	13	35	3	6	25	9	5	0	60	0	13	1
chromosome_14:24189075-24189670	Cluster_6735	N	10	4493	161	2	33	56	219	133	245	119	35	64	175	3	5	26	6	100	64
chromosome_14:24192866-24193484	Cluster_6736	N	8	518	21	6	8	154	122	84	31	42	1	1	11	0	2	24	8	7	7
chromosome_14:24199531-24199959	Cluster_6737	N	2	637	29	0	1	1	27	4	75	0	6	0	1	0	0	3	0	7	0
chromosome_14:24200148-24200970	Cluster_6738	N	15	2628	112	0	5	1	277	4	199	1	28	1	4	0	0	38	0	37	0
chromosome_14:24204324-24204751	Cluster_6739	N	26	513	15	1	0	0	104	2	44	0	4	1	0	0	0	53	0	1	0
chromosome_14:24208942-24209370	Cluster_6740	N	8	742	23	0	0	0	196	0	55	0	11	0	0	1	0	12	0	0	0
chromosome_14:24209985-24211042	Cluster_6741	N	11	1023	37	0	3	36	296	24	329	13	2	2	8	17	3	117	5	5	5
chromosome_14:24215403-24215809	Cluster_6742	N	14	181	7	0	2	2	165	17	0	1	1	50	34	3	0	33	16	9	20
chromosome_14:24217004-24217404	Cluster_6743	N	5	133	49	0	2	0	245	0	5	13	0	0	0	0	0	9	0	27	4
chromosome_14:24219322-24219947	Cluster_6744	N	10	752	251	2	18	120	548	0	1	451	2	1	0	4	1	12	3	6	5
chromosome_14:24231942-24232364	Cluster_6745	N	8	1227	113	0	3	109	197	21	1	10	54	24	1	0	1	26	0	8	12
chromosome_14:24237631-24238057	Cluster_6746	N	0	461	9	1	2	18	57	6	1	0	0	0	0	0	0	6	0	3	2
chromosome_14:24243323-24243756	Cluster_6747	N	58	1433	3	0	137	268	219	104	23	35	0	14	270	94	0	41	20	1	53
chromosome_14:24267891-24268526	Cluster_6748	N	26	1973	42	2	78	112	290	125	35	278	48	21	1	124	38	212	83	0	55
chromosome_14:24276802-24277230	Cluster_6749	N	10	261	11	0	8	99	243	27	31	0	4	0	6	2	0	3	6	0	9
chromosome_14:24278865-24279283	Cluster_6750	N	30	50	18	0	51	25	185	12	5	0	0	0	2	0	0	321	9	0	1
chromosome_14:24283741-24284178	Cluster_6751	N	32	788	22	0	21	142	274	43	44	1	7	1	4	9	4	19	44	1	18
chromosome_14:24284966-24285773	Cluster_6752	N	153	792	109	1	36	246	1011	122	306	10	14	1	150	7	8	42	45	22	97
chromosome_14:24286230-24286657	Cluster_6753	N	30	490	46	1	27	224	471	96	135	0	10	1	32	8	1	18	23	4	24
chromosome_14:24287505-24287933	Cluster_6754	N	9	343	35	0	20	142	130	18	15	0	4	1	22	0	2	12	22	2	8
chromosome_14:24287999-24288426	Cluster_6755	N	33	323	33	0	6	128	313	104	100	1	7	0	15	4	1	20	33	4	9
chromosome_14:24288558-24288987	Cluster_6756	N	56	302	24	0	10	74	204	25	153	0	10	1	33	16	9	25	25	6	26
chromosome_14:24293600-24294027	Cluster_6757	N	3	324	23	2	1	38	85	21	9	3	0	1	7	0	0	65	0	1	4
chromosome_14:24298766-24299191	Cluster_6758	N	23	154	8	0	11	113	146	30	24	7	2	1	6	0	5	37	8	1	24
chromosome_14:24300000-24300427	Cluster_6759	N	33	532	14	1	34	239	255	406	32	32	2	77	34	11	28	395	4	1	13
chromosome_14:24300519-24300948	Cluster_6760	N	3	529	14	0	12	45	159	66	5	7	3	16	0	2	2	27	1	1	2
chromosome_14:24315350-24315777	Cluster_6761	N	34	874	21	0	0	67	98	63	0	127	7	79	0	0	2	42	0	17	5
chromosome_14:24318602-24319027	Cluster_6762	N	5	254	15	0	0	54	212	107	11	118	0	21	23	0	0	3	3	3	7
chromosome_14:24325839-24326267	Cluster_6763	N	3	553	19	1	0	224	105	221	0	58	8	8	9	3	4	11	3	5	11
chromosome_14:24326727-24327153	Cluster_6764	N	7	450	9	1	6	58	32	15	9	65	3	113	58	2	6	24	2	14	13
chromosome_14:24327197-24327821	Cluster_6765	N	62	1550	88	0	10	390	551	76	35	261	8	96	304	6	7	185	41	36	90
chromosome_14:24328225-24328651	Cluster_6766	N	27	228	41	1	0	198	211	48	2	122	1	25	7	0	0	21	4	22	19
chromosome_14:24329874-24330288	Cluster_6767	N	19	275	40	0	1	125	103	62	50	35	3	49	15	9	3	26	6	3	28
chromosome_14:24342310-24342792	Cluster_6768	N	402	5152	1	0	0	9	418	0	0	19	0	2	88	0	9	4	0	1	1
chromosome_14:24343267-24343975	Cluster_6769	N	34	545	14	3	513	83	259	29	42	1103	3	41	45	7	5	48	23	5	3
chromosome_14:24347866-24348295	Cluster_6770	N	83	293	29	0	0	0	194	28	0	56	0	0	0	0	0	124	0	3	0
chromosome_14:24354909-24355324	Cluster_6771	N	31	186	11	0	25	75	109	5	13	64	13	137	77	5	4	12	36	1	2
chromosome_14:24356419-24356842	Cluster_6772	N	37	80	17	3	31	54	86	45	35	135	14	91	9	33	7	86	17	12	13
chromosome_14:24358589-24358998	Cluster_6773	N	57	409	63	3	28	77	120	12	120	137	15	149	79	22	5	147	74	18	27
chromosome_14:24361674-24362103	Cluster_6774	N	3	491	5	0	1	88	127	10	26	4	5	3	8	0	0	297	0	1	0
chromosome_14:24362943-24363657	Cluster_6775	N	67	1125	39	2	14	367	651	293	203	12	20	69	57	37	7	99	6	3	0
chromosome_14:24363680-24364095	Cluster_6776	N	4	263	14	0	2	195	97	61	2	7	1	1	29	28	11	29	5	0	9
chromosome_14:24366518-24366944	Cluster_6777	N	6	464	1	1	6	53	85	17	2	17	0	15	13	7	0	25	7	6	8
chromosome_14:24367007-24367671	Cluster_6778	N	26	1247	21	0	36	282	1508	39	0	55	0	57	72	8	2	81	34	2	27
chromosome_14:24368662-24369329	Cluster_6779	N	101	1435	1	0	86	1	630	0	1	221	1	0	278	36	0	324	94	1	105
chromosome_14:24371901-24372412	Cluster_6780	N	86	302	6	3	64	220	843	37	6429	174	23	244	106	22	5	147	21	5	17
chromosome_14:24373175-24373604	Cluster_6781	N	52	208	3	0	53	12	146	0	12	191	9	214	25	15	1	107	60	1	80
chromosome_14:24377461-24377885	Cluster_6782	N	55	455	1	2	47	52	164	38	0	194	16	308	73	32	1	119	40	18	26
chromosome_14:24378385-24379039	Cluster_6783	N	111	820	0	2	47	193	380	38	7	239	14	410	160	39	3	197	49	46	49
chromosome_14:24379615-24380050	Cluster_6784	N	33	814	59	1	53	507	540	147	1	33	12	61	105	31	11	142	132	13	43
chromosome_14:24386193-24386624	Cluster_6785	N	23	331	26	0	34	323	87	36	8	97	11	151	10	29	4	52	70	18	13
chromosome_14:24388382-24388811	Cluster_6786	N	17	362	43	2	13	96	0	67	0	74	0	162	102	74	6	3	256	5	55
chromosome_14:24389316-24389744	Cluster_6787	N	4	34	5	1	0	167	195	4	472	1	21	0	15	0	7	11	5	4	1
chromosome_14:24391081-24391788	Cluster_6788	N	16	315	24	2	12	479	164	34	171	28	1	0	53	0	9	24	17	7	0
chromosome_14:24399919-24400342	Cluster_6789	N	0	237	56	0	0	7	53	27	66	5	2	0	17	0	0	5	58	6	8
chromosome_14:24401553-24401972	Cluster_6790	N	3	0	0	0	0	0	150	2	246	5	23	3	73	0	0	4	5	0	63
chromosome_14:24408772-24409239	Cluster_6791	N	0	37	1	2	0	2	1080	0	912	4	137	0	954	3	15	0	194	5	0
chromosome_14:24409630-24410057	Cluster_6792	N	2	5	1	0	2	31	189	0	343	2	106	22	411	0	1	14	6	3	3
chromosome_14:24410428-24410840	Cluster_6793	N	0	0	1	1	104	0	211	0	178	1	18	4	45	1	0	230	3	0	11
chromosome_14:24413416-24414800	Cluster_6794	N	210	2238	282	3	586	483	935	258	252	938	66	405	612	143	7	611	475	116	283
chromosome_14:24414858-24415338	Cluster_6795	N	21	148	28	2	924	81	137	56	124	610	60	95	138	59	96	662	150	102	65
chromosome_14:24415572-24416313	Cluster_6796	N	146	1144	170	3	76	11	268	61	1	465	0	617	126	0	2	498	87	167	47
chromosome_14:24416778-24417207	Cluster_6797	N	15	256	53	1	42	0	35	66	0	170	0	57	16	4	0	24	51	11	8
chromosome_14:24421637-24422341	Cluster_6798	N	360	183	322	1	578	333	761	242	1402	320	66	69	1957	300	37	54	30	106	421
chromosome_14:24423487-24424069	Cluster_6799	N	68	2075	0	0	141	19	77	4	0	545	0	71	247	1	2	187	1	1	0
chromosome_14:24425106-24425626	Cluster_6800	N	31	811	1	4	13	70	80	15	70	5	1	3	674	17	0	388	11	0	0
chromosome_14:24448025-24448778	Cluster_6801	N	93	2726	320	0	9	904	254	266	335	61	147	157	701	134	1	92	1284	201	219
chromosome_14:24449138-24449844	Cluster_6802	N	17	5701	101	1	18	114	86	73	125	40	10	189	36	8	2	11	231	2	29
chromosome_14:24453994-24454422	Cluster_6803	N	9	748	2	0	0	3	100	1	25	47	10	306	15	0	0	19	1	0	2
chromosome_14:24456224-24456746	Cluster_6804	N	129	9230	2	1	11	5	151	5	111	176	11	550	75	4	12	285	2	0	14
chromosome_14:24457755-24458190	Cluster_6805	N	13	6605	7	5	10	17	161	14	13	56	2	67	28	5	0	21	5	1	4
chromosome_14:24458273-24458692	Cluster_6806	N	18	338	16	1	8	36	106	54	7	42	1	35	20	2	0	17	3	3	8
chromosome_14:24459129-24459558	Cluster_6807	N	7	350	1	0	0	63	70	22	5	5	1	20	17	1	0	16	8	0	3
chromosome_14:24459638-24460431	Cluster_6808	N	64	1143	112	2	36	402	480	159	44	128	9	282	168	20	4	82	91	13	40
chromosome_14:24463646-24464055	Cluster_6809	N	12	447	11	0	27	70	142	19	22	55	7	103	34	3	1	17	18	8	4
chromosome_14:24464114-24464543	Cluster_6810	N	26	650	52	0	3	62	371	11	12	28	11	103	104	1	4	42	48	8	13
chromosome_14:24466681-24467106	Cluster_6811	N	2	292	3	0	3	88	128	32	8	6	2	32	147	2	0	2	3	0	6
chromosome_14:24468783-24469207	Cluster_6812	N	84	397	27	1	10	166	136	84	86	80	5	213	72	23	1	6	32	5	22
chromosome_14:24470228-24471092	Cluster_6813	N	16	907	2	1	0	120	166	77	22	32	4	119	344	1	1	57	11	0	1
chromosome_14:24479355-24479807	Cluster_6814	N	62	774	41	0	3	48	284	1	1445	8	37	3	155	2	6	179	1529	13	21
chromosome_14:24485805-24486207	Cluster_6815	N	0	445	5	0	0	0	59	0	0	0	0	0	24	0	15	18	19	1	0
chromosome_14:24487281-24488014	Cluster_6816	N	224	1233	125	4	180	174	1075	237	433	109	9	557	482	12	35	341	450	58	345
chromosome_14:24489416-24489842	Cluster_6817	N	28	555	44	0	24	0	256	14	37	107	7	8	72	14	1	77	15	10	2
chromosome_14:24491049-24491577	Cluster_6818	N	52	1239	148	0	0	1	499	1	160	17	6	11	181	1	3	208	138	57	5
chromosome_14:24492780-24493196	Cluster_6819	N	54	329	20	2	64	51	148	1	167	20	0	9	41	0	2	39	21	3	0
chromosome_14:24496509-24497407	Cluster_6820	N	129	2975	20	1	58	741	382	292	124	253	11	383	410	17	2	68	259	13	31
chromosome_14:24497499-24497951	Cluster_6821	N	22	454	12	0	28	172	140	59	30	110	3	108	64	13	3	27	23	2	12
chromosome_14:24498401-24498830	Cluster_6822	N	41	946	39	2	14	191	546	308	31	115	7	76	52	13	2	76	15	13	42
chromosome_14:24498867-24499427	Cluster_6823	N	116	1256	78	1	62	330	420	134	137	374	23	608	233	56	3	133	96	10	46
chromosome_14:24499520-24500265	Cluster_6824	N	16	360	17	2	21	101	109	1842	19	5981	15	115	35	896	4	26	28	8	10
chromosome_14:24501857-24502278	Cluster_6825	N	6	134	3	0	7	63	214	8	15	27	2	39	24	3	2	17	7	0	3
chromosome_14:24502892-24503387	Cluster_6826	N	10	341	12	1	21	399	151	51	3	73	5	90	66	7	2	276	17	4	9
chromosome_14:24512481-24513067	Cluster_6827	N	34	955	18	2	31	244	384	233	29	54	6	91	125	15	2	68	25	2	6
chromosome_14:24514309-24514810	Cluster_6828	N	133	831	88	4	29	665	483	243	19	145	1	158	217	68	9	142	47	9	35
chromosome_14:24515608-24516035	Cluster_6829	N	16	257	29	2	8	152	198	52	3	17	3	18	25	3	1	11	42	1	18
chromosome_14:24516091-24516499	Cluster_6830	N	4	338	2	1	2	70	126	27	1	5	2	6	25	1	0	10	3	1	4
chromosome_14:24517592-24518020	Cluster_6831	N	41	792	54	2	10	41	117	106	8	13	8	2	146	20	0	154	35	9	25
chromosome_14:24518436-24518865	Cluster_6832	N	10	356	21	0	5	48	172	253	2	3	1	0	3	11	0	6	10	2	13
chromosome_14:24522384-24522801	Cluster_6833	N	24	507	20	2	18	0	402	86	0	20	1	0	70	12	2	120	4	2	2
chromosome_14:24527651-24528078	Cluster_6834	N	10	388	0	2	2	357	107	0	67	11	0	28	8	23	0	5	8	0	1
chromosome_14:24529481-24529908	Cluster_6835	N	17	346	2	0	0	18	97	40	4	21	4	73	3	8	1	3	3	0	13
chromosome_14:24532031-24532459	Cluster_6836	N	15	732	0	0	4	112	146	77	28	24	3	61	11	19	1	18	2	1	2
chromosome_14:24532690-24533152	Cluster_6837	N	37	584	2	0	1	61	202	17	29	4	9	25	29	48	1	48	15	0	32
chromosome_14:24542132-24542559	Cluster_6838	N	8	905	2	0	1	22	284	0	7	3	0	3	40	2	0	165	0	2	1
chromosome_14:24545118-24545547	Cluster_6839	N	2	961	0	1	0	27	144	220	2	12	1	162	5	9	0	0	8	1	5
chromosome_14:24551095-24551503	Cluster_6840	N	11	187	11	0	3	216	56	108	21	31	2	42	16	4	6	28	5	3	4
chromosome_14:24557497-24557923	Cluster_6841	N	3	513	4	0	9	91	207	64	4	30	1	66	16	4	0	9	3	7	5
chromosome_14:24558100-24558856	Cluster_6842	N	21	690	33	1	26	174	365	171	12	91	2	96	53	10	4	17	13	2	3
chromosome_14:24559470-24559883	Cluster_6843	N	14	278	14	1	5	35	113	53	4	27	0	28	16	6	3	15	9	6	0
chromosome_14:24560451-24560973	Cluster_6844	N	38	630	49	0	15	167	250	444	18	55	6	85	123	25	7	40	26	12	3
chromosome_14:24572133-24572560	Cluster_6845	N	9	394	2	2	3	10	131	22	26	120	9	133	87	2	4	57	3	1	4
chromosome_14:24572731-24573284	Cluster_6846	N	122	574	1	1	1	0	186	56	16	353	0	390	190	2	2	114	2	0	13
chromosome_14:24580229-24580814	Cluster_6847	N	10	47	0	0	0	0	22	6	1	6	0	13	1615	0	0	6	0	0	1
chromosome_14:24582854-24583382	Cluster_6848	N	17	544	14	1	70	38	198	146	74	126	10	27	72	5	8	138	10	0	2
chromosome_14:24585416-24585844	Cluster_6849	N	8	756	188	2	65	163	80	146	89	381	4	108	82	80	3	137	19	14	32
chromosome_14:24585890-24586312	Cluster_6850	N	6	264	12	0	10	0	65	11	15	99	3	41	22	11	0	25	12	3	9
chromosome_14:24590529-24590957	Cluster_6851	N	53	93	13	0	9	109	58	184	0	129	0	87	74	60	24	120	75	12	97
chromosome_14:24595065-24595549	Cluster_6852	N	14	97	13	3	3	679	204	79	3	825	0	37	671	8	27	455	12	0	80
chromosome_14:24596413-24596841	Cluster_6853	N	34	416	15	1	17	98	116	45	60	69	7	69	70	10	7	149	18	4	6
chromosome_14:24597141-24598338	Cluster_6854	N	159	961	54	1	9	420	540	4	245	143	19	224	218	23	20	195	55	29	13
chromosome_14:24601403-24602057	Cluster_6855	N	291	438	73	1	15	648	239	109	428	212	14	237	104	43	28	97	361	290	432
chromosome_14:24602196-24603069	Cluster_6856	N	49	1658	106	3	47	352	263	67	464	265	9	94	440	63	11	423	125	51	46
chromosome_14:24603764-24604631	Cluster_6857	N	37	413	8	0	1	626	493	38	689	36	66	9	2118	5	9	479	14	4	9
chromosome_14:24605710-24606138	Cluster_6858	N	3	368	1	0	7	158	158	16	3	10	14	10	57	6	6	62	1	1	1
chromosome_14:24608229-24608633	Cluster_6859	N	17	210	37	0	5	17	71	38	1	1	0	6	50	5	7	90	11	28	0
chromosome_14:24610725-24611153	Cluster_6860	N	4	248	39	1	17	61	184	61	18	0	7	0	104	0	11	73	20	0	35
chromosome_14:24611476-24611882	Cluster_6861	N	22	311	7	0	17	115	171	29	110	22	5	0	96	1	12	117	34	2	8
chromosome_14:24611933-24612481	Cluster_6862	N	105	657	26	1	14	112	517	234	379	3	56	1	150	1199	6	579	18	0	21
chromosome_14:24650627-24651056	Cluster_6863	N	38	592	7	2	5	110	249	58	60	50	4	84	90	59	12	59	1	5	2
chromosome_14:24653808-24654235	Cluster_6864	N	36	453	2	1	0	140	227	38	0	0	2	0	152	0	0	192	0	0	0
chromosome_14:24655045-24655512	Cluster_6865	N	49	594	8	1	17	54	202	41	1	113	13	144	174	33	27	79	12	4	41
chromosome_14:24655656-24656912	Cluster_6866	N	408	1689	57	11	57	524	611	344	34	7017	66	12104	5631	581	32	545	31	33	92
chromosome_14:24659004-24659428	Cluster_6867	N	61	219	0	0	7	21	76	31	82	46	1	62	77	3	0	35	0	10	8
chromosome_14:24659623-24660507	Cluster_6868	N	104	1282	2	4	48	1	333	155	0	246	0	326	229	24	19	230	1	11	38
chromosome_14:24660547-24661736	Cluster_6869	N	79	1288	2	2	58	83	772	235	10	613	17	448	589	58	27	303	22	31	42
chromosome_14:24663639-24664284	Cluster_6870	N	39	604	16	0	64	65	333	67	133	121	16	14	217	10	9	244	18	2	4
chromosome_14:24682755-24683303	Cluster_6871	N	64	375	0	0	1	150	368	0	46	266	0	233	7	31	0	0	49	21	2
chromosome_14:24686479-24686898	Cluster_6872	N	3	1	48	0	4	501	2	0	1	8	0	21	1	0	21	0	0	0	2
chromosome_14:24686906-24687333	Cluster_6873	N	4	2	8	0	0	349	0	0	0	2	1	8	0	0	77	0	0	1	0
chromosome_14:24687510-24687938	Cluster_6874	N	1	49	1387	4	3	9575	40	10	2	2	0	58	5	2	10	1	46	3	2
chromosome_14:24689478-24689904	Cluster_6875	N	67	126	3	0	12	99	42	28	28	7	1	119	6	0	0	115	65	10	28
chromosome_14:24701772-24702198	Cluster_6876	N	19	155	2	0	0	273	34	50	16	44	3	110	77	36	15	36	84	6	26
chromosome_14:24702562-24702964	Cluster_6877	N	13	103	11	0	1	64	32	37	25	56	0	75	80	62	0	43	29	5	18
chromosome_14:24703900-24704388	Cluster_6878	N	16	5	0	2	32	892	33	64	225	104	139	77	234	39	39	25	1	5	31
chromosome_14:24717455-24717977	Cluster_6879	N	14	0	0	0	11	40	924	0	1	5	0	0	0	0	4	1	0	2	0
chromosome_14:24782462-24783037	Cluster_6880	N	211	4341	32	8	12	34	1984	9	0	4	19	0	582	3	11	264	43	11	0
chromosome_14:24783613-24784313	Cluster_6881	N	67	2632	3	0	0	58	861	1	2	2	40	0	837	21	12	148	1	2	6
chromosome_14:24786263-24786688	Cluster_6882	N	45	109	1	1	7	7	73	4	1	368	1	1	10	12	0	5	0	1	0
chromosome_14:24804143-24804569	Cluster_6883	N	5	97	3	0	3	3	202	0	10	21	6	177	0	2	0	15	4	1	0
chromosome_14:24804817-24805245	Cluster_6884	N	35	401	8	4	14	65	121	6	50	48	8	117	47	15	17	65	74	8	25
chromosome_14:24808566-24808991	Cluster_6885	N	60	591	13	0	16	79	219	0	50	20	5	190	36	1	0	60	68	2	12
chromosome_14:24809681-24810499	Cluster_6886	N	218	3191	121	4	136	682	1526	125	282	615	199	959	560	62	28	860	327	35	156
chromosome_14:24810716-24813028	Cluster_6887	N	711	6111	551	28	774	13499	3213	937	1661	2786	242	4475	1540	569	296	1370	835	238	558
chromosome_14:24813140-24813556	Cluster_6888	N	26	484	0	5	0	0	203	0	0	2	11	2	107	3	0	87	16	1	19
chromosome_14:24813586-24814025	Cluster_6889	N	47	702	55	3	11	43	271	0	19	63	43	131	234	42	31	131	153	11	76
chromosome_14:24815219-24815644	Cluster_6890	N	55	454	3	2	23	10	195	45	30	17	3	19	296	24	0	102	82	0	70
chromosome_14:24817052-24818641	Cluster_6891	N	453	8540	2723	15	412	980	969	602	1554	900	154	1026	806	138	235	2136	482	946	619
chromosome_14:24818777-24819765	Cluster_6892	N	75	1270	82	2	149	450	484	154	186	335	53	456	195	33	15	150	110	25	119
chromosome_14:24819889-24820322	Cluster_6893	N	60	424	71	0	39	268	195	52	141	133	13	206	92	34	5	78	59	20	80
chromosome_14:24820539-24821221	Cluster_6894	N	50	1747	132	2	70	4637	298	17	105	3569	31	148	187	24	23	192	49	30	77
chromosome_14:24821429-24822031	Cluster_6895	N	126	2260	286	11	269	278	642	221	5	169	42	242	793	122	41	329	143	62	695
chromosome_14:24822081-24823935	Cluster_6896	N	139	10008	194	2	349	844	1932	118	71	937	25	744	1234	145	38	427	271	48	202
chromosome_14:24824616-24825023	Cluster_6897	N	31	306	9	0	27	172	69	23	0	56	11	78	64	6	3	48	29	1	37
chromosome_14:24825098-24825591	Cluster_6898	N	192	6639	255	5	53	874	1390	282	111	573	176	965	866	169	34	561	115	134	249
chromosome_14:24905701-24906129	Cluster_6899	N	0	1	4	1	142	0	714	416	0	0	0	2	0	0	1	0	0	28	1
chromosome_14:24944870-24945298	Cluster_6900	N	29	376	18	1	6	89	500	36	74	33	1	17	66	2	1	48	7	14	9
chromosome_14:24949487-24949912	Cluster_6901	N	1	32	0	0	0	97	48	107	290	0	6	0	16	0	2	36	11	1	3
chromosome_14:24950771-24951269	Cluster_6902	N	26	709	0	1	1	125	268	93	23	0	7	0	28	20	15	29	12	0	14
chromosome_14:24953851-24954280	Cluster_6903	N	0	314	1	0	4	202	335	26	0	0	0	1	17	44	0	42	3	10	15
chromosome_14:24957512-24957939	Cluster_6904	N	0	0	8	0	6	1	160	206	5	275	1	17	9	5	0	1	0	6	0
chromosome_14:24970038-24970465	Cluster_6905	N	11	299	18	1	7	0	44	15	7	106	3	523	22	3	0	28	5	2	9
chromosome_14:24970475-24970899	Cluster_6906	N	19	364	9	0	33	0	79	12	15	41	3	43	47	6	11	30	14	3	14
chromosome_14:24971100-24971524	Cluster_6907	N	42	300	42	2	8	17	154	40	50	149	0	214	30	6	0	33	30	0	15
chromosome_14:24972570-24973167	Cluster_6908	N	280	1476	99	3	182	318	610	119	588	622	42	1069	254	35	21	406	102	36	120
chromosome_14:24973491-24975667	Cluster_6909	N	4820	5273	555	23	2221	2073	27331	7049	1226	2126	234	3389	1187	128	62	1578	550	1464	4129
chromosome_14:24975807-24976586	Cluster_6910	N	1052	1622	212	6	189	565	1281	539	1069	934	92	1163	749	89	49	1590	252	141	495
chromosome_14:24976680-24977889	Cluster_6911	N	432	1658	189	11	159	425	977	251	221	464	53	1234	563	2	4	877	79	50	226
chromosome_14:24977891-24979298	Cluster_6912	N	217	433	247	4	282	895	668	318	185	740	71	1295	6	18	3	254	225	63	327
chromosome_14:24979978-24980413	Cluster_6913	N	26	271	82	3	148	321	335	15	160	345	22	26	2	19	3	3	101	49	94
chromosome_14:24980518-24982106	Cluster_6914	N	856	2875	487	2	554	2357	2506	166	3714	1535	257	1731	1040	650	448	1322	2461	383	3027
chromosome_14:24982220-24984454	Cluster_6915	N	2368	8532	1185	38	880	6867	8750	1032	1592	6428	428	6524	3090	797	458	5093	3552	933	3187
chromosome_14:24985106-24986464	Cluster_6916	N	91	4857	114	1	148	1235	1153	334	798	701	67	1	415	236	149	303	1164	160	429
chromosome_14:24986649-24988864	Cluster_6917	N	715	3668	394	7	305	2324	4543	3	2	7	0	5	1420	257	282	1615	1478	295	1273
chromosome_14:24991359-24991845	Cluster_6918	N	3	95	20	1	76	113	1	124	7	139	12	500	0	46	15	81	19	24	5
chromosome_14:24992087-24992513	Cluster_6919	N	159	61	0	4	2	0	1007	0	0	7	2	107	1	2	0	1	15	3	12
chromosome_14:24992630-24993128	Cluster_6920	N	81	624	19	2	68	102	332	118	7	145	20	550	1	59	23	81	23	19	113
chromosome_14:24993281-24995693	Cluster_6921	N	1126	12875	287	45	388	2777	3529	3379	15	4997	335	9453	31	775	479	1025	2669	360	1943
chromosome_14:24995922-24996347	Cluster_6922	N	0	1	2	0	0	0	468	1	1	2	0	0	0	0	0	0	1	0	0
chromosome_14:24997553-24998016	Cluster_6923	N	27	14	3	2	0	200	613	8	1	155	19	332	0	45	7	0	47	0	16
chromosome_14:24998420-24999261	Cluster_6924	N	76	419	67	6	30	509	485	131	44	908	55	1039	0	129	70	147	270	43	193
chromosome_14:24999278-25000927	Cluster_6925	N	239	40	122	1	46	1277	1579	170	85	1501	14	2347	3	407	248	290	1272	62	665
chromosome_14:25002283-25002800	Cluster_6926	N	4	74	52	2	49	279	259	152	8	216	5	70	0	32	6	132	43	34	34
chromosome_14:25003713-25004142	Cluster_6927	N	4	244	15	0	5	114	91	40	73	116	13	0	23	8	11	42	146	31	20
chromosome_14:25005213-25005630	Cluster_6928	N	10	272	18	1	44	123	118	59	30	123	18	70	29	21	6	65	25	13	21
chromosome_14:25005830-25006259	Cluster_6929	N	4	385	32	1	14	224	296	38	72	40	10	19	60	8	13	93	59	17	55
chromosome_14:25007138-25007572	Cluster_6930	N	5	319	12	0	4	235	608	9	13	25	6	0	10	5	5	15	18	6	5
chromosome_14:25009737-25010149	Cluster_6931	N	14	162	11	0	7	345	57	12	29	98	20	101	1	81	10	26	23	6	16
chromosome_14:25010286-25010816	Cluster_6932	N	149	2321	81	18	364	661	506	158	8	920	220	498	5	88	64	145	249	147	167
chromosome_14:25010992-25011608	Cluster_6933	N	17	407	86	3	41	384	325	133	80	276	71	0	14	15	18	169	125	43	132
chromosome_14:25011884-25012362	Cluster_6934	N	31	302	21	2	42	174	214	61	22	360	20	349	2	8	27	75	63	20	57
chromosome_14:25012404-25013253	Cluster_6935	N	38	2077	36	3	127	1522	1241	255	76	211	95	348	12	154	19	119	209	1	247
chromosome_14:25013498-25013948	Cluster_6936	N	0	665	59	10	111	474	537	206	3	0	116	0	1	133	55	184	225	1	121
chromosome_14:25014247-25014967	Cluster_6937	N	6	884	80	8	108	484	1034	268	30	80	130	114	5	149	68	274	266	0	217
chromosome_14:25015207-25016136	Cluster_6938	N	357	1233	62	5	80	1165	1273	27	570	990	89	2010	53	50	45	340	229	48	234
chromosome_14:25017922-25018843	Cluster_6939	N	7	2526	4	0	82	557	118	6	17	29	4	288	5	1	0	244	3	4	7
chromosome_14:25018970-25019601	Cluster_6940	N	7	570	100	2	40	284	214	98	12	45	6	102	6	9	4	52	21	101	5
chromosome_14:25020447-25020913	Cluster_6941	N	80	194	28	1	9	223	191	25	50	221	17	303	19	5	5	101	40	15	16
